return_product_id,return_product_ref,return_id,product_id,quantity,total,status,created_at,created_user_id,updated_at,updated_user_id
464,10e2343b-8974-11ec-8514-002590fd1374,287,672,5.0,5750.0,1,2022-02-09 12:16:52,4,2022-02-09 06:46:52,
465,10e32041-8974-11ec-8514-002590fd1374,287,972,2.0,600.0,1,2022-02-09 12:16:52,4,2022-02-09 06:46:52,
466,10e41312-8974-11ec-8514-002590fd1374,287,1100,5.0,1800.0,1,2022-02-09 12:16:52,4,2022-02-09 06:46:52,
467,10e518a9-8974-11ec-8514-002590fd1374,287,857,25.0,750.0,1,2022-02-09 12:16:52,4,2022-02-09 06:46:52,
468,10e62a54-8974-11ec-8514-002590fd1374,287,851,35.0,875.0,1,2022-02-09 12:16:52,4,2022-02-09 06:46:52,
469,10e72e29-8974-11ec-8514-002590fd1374,287,1650,15.0,600.0,1,2022-02-09 12:16:52,4,2022-02-09 06:46:52,
470,10e84575-8974-11ec-8514-002590fd1374,287,1652,15.0,1050.0,1,2022-02-09 12:16:52,4,2022-02-09 06:46:52,
471,10e964f1-8974-11ec-8514-002590fd1374,287,2047,1.0,2.0,1,2022-02-09 12:16:52,4,2022-02-09 06:46:52,
472,10eabce8-8974-11ec-8514-002590fd1374,287,2132,1.0,5.0,1,2022-02-09 12:16:52,4,2022-02-09 06:46:52,
473,10ebfcb0-8974-11ec-8514-002590fd1374,287,977,1.0,12000.0,1,2022-02-09 12:16:52,4,2022-02-09 06:46:52,
474,01e4b7f9-8975-11ec-8514-002590fd1374,288,2047,149.0,298.0,1,2022-02-09 12:23:37,4,2022-02-09 06:53:37,
475,01e60ecc-8975-11ec-8514-002590fd1374,288,2132,149.0,745.0,1,2022-02-09 12:23:37,4,2022-02-09 06:53:37,
476,01e73e7c-8975-11ec-8514-002590fd1374,288,1654,2.0,400.0,1,2022-02-09 12:23:37,4,2022-02-09 06:53:37,
477,01e8ba67-8975-11ec-8514-002590fd1374,288,856,4.0,800.0,1,2022-02-09 12:23:37,4,2022-02-09 06:53:37,
478,01e9eb37-8975-11ec-8514-002590fd1374,288,889,10.0,300.0,1,2022-02-09 12:23:37,4,2022-02-09 06:53:37,
479,01eb2d16-8975-11ec-8514-002590fd1374,288,865,25.0,2500.0,1,2022-02-09 12:23:37,4,2022-02-09 06:53:37,
480,01ec6052-8975-11ec-8514-002590fd1374,288,864,3.0,240.0,1,2022-02-09 12:23:37,4,2022-02-09 06:53:37,
481,01ed98d7-8975-11ec-8514-002590fd1374,288,913,1.0,630.0,1,2022-02-09 12:23:37,4,2022-02-09 06:53:37,
482,01eedc3a-8975-11ec-8514-002590fd1374,288,1571,1.0,650.0,1,2022-02-09 12:23:37,4,2022-02-09 06:53:37,
483,01f05a34-8975-11ec-8514-002590fd1374,288,1568,1.0,890.0,1,2022-02-09 12:23:37,4,2022-02-09 06:53:37,
484,01f32f53-8975-11ec-8514-002590fd1374,288,2261,1.0,150.0,1,2022-02-09 12:23:37,4,2022-02-09 06:53:37,
485,01f4d732-8975-11ec-8514-002590fd1374,288,858,1.0,55.0,1,2022-02-09 12:23:37,4,2022-02-09 06:53:37,
486,01f5eed0-8975-11ec-8514-002590fd1374,288,866,1.0,40.0,1,2022-02-09 12:23:37,4,2022-02-09 06:53:37,
487,01f72448-8975-11ec-8514-002590fd1374,288,876,1.0,60.0,1,2022-02-09 12:23:37,4,2022-02-09 06:53:37,
488,01f8867a-8975-11ec-8514-002590fd1374,288,852,1.0,50.0,1,2022-02-09 12:23:37,4,2022-02-09 06:53:37,
489,01f9b3a3-8975-11ec-8514-002590fd1374,288,868,1.0,50.0,1,2022-02-09 12:23:37,4,2022-02-09 06:53:37,
490,01fad47a-8975-11ec-8514-002590fd1374,288,854,1.0,100.0,1,2022-02-09 12:23:37,4,2022-02-09 06:53:37,
491,01fbeca5-8975-11ec-8514-002590fd1374,288,1662,1.0,20.0,1,2022-02-09 12:23:37,4,2022-02-09 06:53:37,
492,01fd3c63-8975-11ec-8514-002590fd1374,288,908,1.0,580.0,1,2022-02-09 12:23:37,4,2022-02-09 06:53:37,
493,01fe49ba-8975-11ec-8514-002590fd1374,288,855,1.0,180.0,1,2022-02-09 12:23:37,4,2022-02-09 06:53:37,
494,01ff4861-8975-11ec-8514-002590fd1374,288,3072,1.0,980.0,1,2022-02-09 12:23:37,4,2022-02-09 06:53:37,
495,0200c94f-8975-11ec-8514-002590fd1374,288,3073,2.0,2100.0,1,2022-02-09 12:23:37,4,2022-02-09 06:53:37,
496,0202242d-8975-11ec-8514-002590fd1374,288,3074,1.0,150.0,1,2022-02-09 12:23:37,4,2022-02-09 06:53:37,
497,020374a7-8975-11ec-8514-002590fd1374,288,3075,1.0,70.0,1,2022-02-09 12:23:37,4,2022-02-09 06:53:37,
498,0204c9e5-8975-11ec-8514-002590fd1374,288,3076,1.0,650.0,1,2022-02-09 12:23:37,4,2022-02-09 06:53:37,
499,02061675-8975-11ec-8514-002590fd1374,288,3077,1.0,180.0,1,2022-02-09 12:23:37,4,2022-02-09 06:53:37,
500,020769a6-8975-11ec-8514-002590fd1374,288,2121,1.0,22000.0,1,2022-02-09 12:23:37,4,2022-02-09 06:53:37,
501,0208af55-8975-11ec-8514-002590fd1374,288,905,1.0,480.0,1,2022-02-09 12:23:37,4,2022-02-09 06:53:37,
502,75e9c2be-8975-11ec-8514-002590fd1374,289,913,1.0,630.0,1,2022-02-09 12:26:51,4,2022-02-09 06:56:51,
503,75eb37da-8975-11ec-8514-002590fd1374,289,1571,1.0,650.0,1,2022-02-09 12:26:51,4,2022-02-09 06:56:51,
504,75ec912f-8975-11ec-8514-002590fd1374,289,1568,4.0,3560.0,1,2022-02-09 12:26:51,4,2022-02-09 06:56:51,
505,75ede838-8975-11ec-8514-002590fd1374,289,2261,5.0,750.0,1,2022-02-09 12:26:51,4,2022-02-09 06:56:51,
506,75efa0c8-8975-11ec-8514-002590fd1374,289,858,7.0,385.0,1,2022-02-09 12:26:51,4,2022-02-09 06:56:51,
507,75f0e4bc-8975-11ec-8514-002590fd1374,289,866,14.0,560.0,1,2022-02-09 12:26:51,4,2022-02-09 06:56:51,
508,75f21c27-8975-11ec-8514-002590fd1374,289,876,2.0,120.0,1,2022-02-09 12:26:51,4,2022-02-09 06:56:51,
509,75f34a6a-8975-11ec-8514-002590fd1374,289,852,7.0,350.0,1,2022-02-09 12:26:51,4,2022-02-09 06:56:51,
510,75f4aada-8975-11ec-8514-002590fd1374,289,868,4.0,200.0,1,2022-02-09 12:26:51,4,2022-02-09 06:56:51,
511,75f5f13d-8975-11ec-8514-002590fd1374,289,854,5.0,500.0,1,2022-02-09 12:26:51,4,2022-02-09 06:56:51,
512,75f726d4-8975-11ec-8514-002590fd1374,289,1662,29.0,580.0,1,2022-02-09 12:26:51,4,2022-02-09 06:56:51,
513,75f87f39-8975-11ec-8514-002590fd1374,289,908,5.0,2900.0,1,2022-02-09 12:26:51,4,2022-02-09 06:56:51,
514,fd7437f6-8975-11ec-8514-002590fd1374,290,855,11.0,1980.0,1,2022-02-09 12:30:38,4,2022-02-09 07:00:38,
515,fd754559-8975-11ec-8514-002590fd1374,290,3072,4.0,3920.0,1,2022-02-09 12:30:38,4,2022-02-09 07:00:38,
516,fd76d77a-8975-11ec-8514-002590fd1374,290,3074,9.0,1350.0,1,2022-02-09 12:30:39,4,2022-02-09 07:00:39,
517,fd7852be-8975-11ec-8514-002590fd1374,290,3075,9.0,630.0,1,2022-02-09 12:30:39,4,2022-02-09 07:00:39,
518,fd79e06b-8975-11ec-8514-002590fd1374,290,3076,3.0,1950.0,1,2022-02-09 12:30:39,4,2022-02-09 07:00:39,
519,fd7b8706-8975-11ec-8514-002590fd1374,290,3077,14.0,2520.0,1,2022-02-09 12:30:39,4,2022-02-09 07:00:39,
520,fd7d079a-8975-11ec-8514-002590fd1374,290,905,2.0,960.0,1,2022-02-09 12:30:39,4,2022-02-09 07:00:39,
521,6c92b899-899b-11ec-8514-002590fd1374,291,563,1.0,140.0,1,2022-02-09 16:58:36,5,2022-02-09 11:28:36,
522,6c93b3dc-899b-11ec-8514-002590fd1374,291,468,1.0,550.0,1,2022-02-09 16:58:36,5,2022-02-09 11:28:36,
523,64fb8998-8a30-11ec-8514-002590fd1374,292,3089,1.0,19652.5,1,2022-02-10 10:44:57,5,2022-02-10 05:14:57,
524,25acd7fc-8a53-11ec-8514-002590fd1374,293,1052,1.0,60.0,1,2022-02-10 14:53:43,5,2022-02-10 09:23:43,
525,3fb8946e-8a58-11ec-8514-002590fd1374,294,2839,2.0,440.0,1,2022-02-10 15:30:14,5,2022-02-10 10:00:14,
526,31d91d0d-8aed-11ec-8514-002590fd1374,295,2550,1.0,630.0,1,2022-02-11 09:16:24,5,2022-02-11 03:46:24,
527,b6ef07eb-8af6-11ec-8514-002590fd1374,296,2712,1.0,1250.0,1,2022-02-11 10:24:33,5,2022-02-11 04:54:33,
528,f696afd8-8e2a-11ec-aece-002590fd1374,297,1058,2.0,760.0,1,2022-02-15 12:16:09,5,2022-02-15 06:46:09,
529,49467273-8e4b-11ec-aece-002590fd1374,298,570,1.0,720.0,1,2022-02-15 16:07:31,5,2022-02-15 10:37:31,
530,ab1e9aac-8fa9-11ec-aece-002590fd1374,299,1825,1.0,1350.0,1,2022-02-17 09:55:36,5,2022-02-17 04:25:36,
531,50bdab31-8fbc-11ec-aece-002590fd1374,300,2055,80.0,80.0,1,2022-02-17 12:09:05,5,2022-02-17 06:39:05,
532,50bef3e8-8fbc-11ec-aece-002590fd1374,300,2885,1.0,200.0,1,2022-02-17 12:09:05,5,2022-02-17 06:39:05,
533,50c04cbd-8fbc-11ec-aece-002590fd1374,300,2883,1.0,180.0,1,2022-02-17 12:09:05,5,2022-02-17 06:39:05,
534,423d9100-9070-11ec-aece-002590fd1374,301,973,3.0,1770.0,1,2022-02-18 09:37:09,5,2022-02-18 04:07:09,
535,423ea847-9070-11ec-aece-002590fd1374,301,972,2.0,600.0,1,2022-02-18 09:37:09,5,2022-02-18 04:07:09,
536,2848f2ba-9086-11ec-aece-002590fd1374,302,1914,1.0,3360.0,1,2022-02-18 12:13:53,5,2022-02-18 06:43:53,
537,284af5d6-9086-11ec-aece-002590fd1374,302,1745,1.0,13200.0,1,2022-02-18 12:13:53,5,2022-02-18 06:43:53,
538,284c7551-9086-11ec-aece-002590fd1374,302,1924,2.0,7600.0,1,2022-02-18 12:13:53,5,2022-02-18 06:43:53,
539,284dde67-9086-11ec-aece-002590fd1374,302,2486,1.0,4450.0,1,2022-02-18 12:13:53,5,2022-02-18 06:43:53,
540,284f6f5f-9086-11ec-aece-002590fd1374,302,1902,2.0,2400.0,1,2022-02-18 12:13:53,5,2022-02-18 06:43:53,
541,28513cdb-9086-11ec-aece-002590fd1374,302,1895,2.0,2300.0,1,2022-02-18 12:13:54,5,2022-02-18 06:43:54,
542,2852c881-9086-11ec-aece-002590fd1374,302,1720,2.0,1690.0,1,2022-02-18 12:13:54,5,2022-02-18 06:43:54,
543,1ed58081-908d-11ec-aece-002590fd1374,303,2550,7.0,4410.0,1,2022-02-18 13:03:44,5,2022-02-18 07:33:44,
544,eecd8f1b-90a5-11ec-aece-002590fd1374,304,3088,1.0,4000.0,1,2022-02-18 16:01:21,5,2022-02-18 10:31:21,
545,e92e8dd1-9136-11ec-aece-002590fd1374,305,2198,2.0,2200.0,1,2022-02-19 09:19:07,5,2022-02-19 03:49:07,
546,5c0f07ba-913f-11ec-aece-002590fd1374,306,2937,1.0,880.0,1,2022-02-19 10:19:36,5,2022-02-19 04:49:36,
547,a7c38f4e-9179-11ec-aece-002590fd1374,307,990,2.0,240.0,1,2022-02-19 17:16:53,5,2022-02-19 11:46:53,
548,9ea75af5-92c9-11ec-aece-002590fd1374,308,993,1.0,280.0,1,2022-02-21 09:21:46,5,2022-02-21 03:51:46,
549,9ea8fafc-92c9-11ec-aece-002590fd1374,308,1014,1.0,3650.0,1,2022-02-21 09:21:46,5,2022-02-21 03:51:46,
550,38f6931d-92dc-11ec-aece-002590fd1374,309,1913,2.0,800.0,1,2022-02-21 11:34:56,5,2022-02-21 06:04:56,
551,7e6026dc-92e1-11ec-aece-002590fd1374,310,2198,1.0,1000.0,1,2022-02-21 12:12:40,5,2022-02-21 06:42:40,
552,51577bb5-92e8-11ec-aece-002590fd1374,311,3067,1.0,190.0,1,2022-02-21 13:01:31,5,2022-02-21 07:31:31,
553,51599f1b-92e8-11ec-aece-002590fd1374,311,650,3.0,360.0,1,2022-02-21 13:01:31,5,2022-02-21 07:31:31,
554,2f90e049-93d5-11ec-aece-002590fd1374,312,1608,1.0,300.0,1,2022-02-22 17:17:02,5,2022-02-22 11:47:02,
555,bc8f2bed-93de-11ec-aece-002590fd1374,313,2101,26.0,7020.0,1,2022-02-22 18:25:24,5,2022-02-22 12:55:24,
556,c6f2a785-948c-11ec-aece-002590fd1374,314,2423,1.0,660.0,1,2022-02-23 15:11:12,5,2022-02-23 09:41:12,
557,a127d989-9545-11ec-aece-002590fd1374,315,546,1.0,20.0,1,2022-02-24 13:14:25,5,2022-02-24 07:44:25,
558,a374d8a5-954b-11ec-aece-002590fd1374,316,1283,1.0,350.0,1,2022-02-24 13:57:25,5,2022-02-24 08:27:25,
559,31fc01a7-9564-11ec-aece-002590fd1374,317,779,5.0,1850.0,1,2022-02-24 16:53:12,5,2022-02-24 11:23:12,
560,8d3399cd-95ff-11ec-aece-002590fd1374,318,1031,2.0,1440.0,1,2022-02-25 11:25:16,5,2022-02-25 05:55:16,
561,2459cf61-9609-11ec-aece-002590fd1374,319,820,1.0,22000.0,1,2022-02-25 12:33:55,5,2022-02-25 07:03:55,
562,807a4879-960a-11ec-aece-002590fd1374,320,1270,1.0,45.0,1,2022-02-25 12:43:39,5,2022-02-25 07:13:39,
563,4bf340a8-9612-11ec-aece-002590fd1374,321,2014,1.0,220.0,1,2022-02-25 13:39:26,5,2022-02-25 08:09:26,
564,0fa3ba72-9615-11ec-aece-002590fd1374,322,1597,1.0,650.0,1,2022-02-25 13:59:14,5,2022-02-25 08:29:14,
565,0fa55d03-9615-11ec-aece-002590fd1374,322,2656,1.0,480.0,1,2022-02-25 13:59:14,5,2022-02-25 08:29:14,
566,00d7579a-961a-11ec-aece-002590fd1374,323,2135,120.0,360.0,1,2022-02-25 14:34:37,5,2022-02-25 09:04:37,
567,00d8d05e-961a-11ec-aece-002590fd1374,323,2091,800.0,640.0,1,2022-02-25 14:34:37,5,2022-02-25 09:04:37,
568,aef468a4-9634-11ec-aece-002590fd1374,324,1443,1.0,150.0,1,2022-02-25 17:45:36,5,2022-02-25 12:15:36,
569,589e86d5-963e-11ec-aece-002590fd1374,325,996,20.0,12675.0,1,2022-02-25 18:54:45,5,2022-02-25 13:24:45,
570,589f770e-963e-11ec-aece-002590fd1374,325,3282,20.0,20775.0,1,2022-02-25 18:54:45,5,2022-02-25 13:24:45,
571,58a05853-963e-11ec-aece-002590fd1374,325,1058,22.0,6930.0,1,2022-02-25 18:54:45,5,2022-02-25 13:24:45,
572,5e39f13e-963e-11ec-aece-002590fd1374,326,3282,2.0,0.0,1,2022-02-25 18:54:55,5,2022-02-25 13:24:55,
573,5b9493e9-96b6-11ec-aece-002590fd1374,327,2033,1.0,20.0,1,2022-02-26 09:13:49,5,2022-02-26 03:43:49,
574,0191f5f7-96be-11ec-aece-002590fd1374,328,1913,1.0,525.0,1,2022-02-26 10:08:34,5,2022-02-26 04:38:34,
575,1672b872-9700-11ec-aece-002590fd1374,329,1533,1.0,2000.0,1,2022-02-26 18:01:35,5,2022-02-26 12:31:35,
576,adbd8452-977f-11ec-aece-002590fd1374,330,3109,1.0,1150.0,1,2022-02-27 09:14:54,5,2022-02-27 03:44:54,
577,0854903b-9781-11ec-aece-002590fd1374,331,1943,1.0,1450.0,1,2022-02-27 09:24:35,5,2022-02-27 03:54:35,
578,f8ff7798-9852-11ec-aece-002590fd1374,332,690,3.0,390.0,1,2022-02-28 10:27:22,5,2022-02-28 04:57:22,
579,f900dd58-9852-11ec-aece-002590fd1374,332,3049,3.0,480.0,1,2022-02-28 10:27:22,5,2022-02-28 04:57:22,
580,daa5078b-9935-11ec-aece-002590fd1374,333,998,2.0,1040.0,1,2022-03-01 13:31:24,5,2022-03-01 08:01:24,
581,bcacd13e-993f-11ec-aece-002590fd1374,334,2309,1.0,1750.0,1,2022-03-01 14:42:09,5,2022-03-01 09:12:09,
582,da4e6ff8-9958-11ec-aece-002590fd1374,335,72,1.0,31000.0,1,2022-03-01 17:41:56,5,2022-03-01 12:11:56,
583,3ad0170f-99da-11ec-aece-002590fd1374,336,2402,5.0,1900.0,1,2022-03-02 09:08:02,5,2022-03-02 03:38:02,
584,1abafc32-99e8-11ec-aece-002590fd1374,337,2566,1.0,300.0,1,2022-03-02 10:47:21,5,2022-03-02 05:17:21,
585,09f3d0a7-9b76-11ec-aece-002590fd1374,338,2450,3.0,1860.0,1,2022-03-04 10:15:49,5,2022-03-04 04:45:49,
586,09f5f792-9b76-11ec-aece-002590fd1374,338,662,1.0,680.0,1,2022-03-04 10:15:49,5,2022-03-04 04:45:49,
587,8b98d36d-9b76-11ec-aece-002590fd1374,339,659,1.0,140.0,1,2022-03-04 10:19:27,5,2022-03-04 04:49:27,
588,6cb7f845-9c4d-11ec-aece-002590fd1374,340,1934,2.0,9600.0,1,2022-03-05 11:57:34,5,2022-03-05 06:27:34,
589,6cb93ca1-9c4d-11ec-aece-002590fd1374,340,1933,2.0,3000.0,1,2022-03-05 11:57:34,5,2022-03-05 06:27:34,
590,6cbaffb0-9c4d-11ec-aece-002590fd1374,340,1746,1.0,2800.0,1,2022-03-05 11:57:34,5,2022-03-05 06:27:34,
591,7eb4ba3d-9c4d-11ec-aece-002590fd1374,341,1934,2.0,9600.0,1,2022-03-05 11:58:05,5,2022-03-05 06:28:05,
592,7eb61734-9c4d-11ec-aece-002590fd1374,341,1933,1.0,1500.0,1,2022-03-05 11:58:05,5,2022-03-05 06:28:05,
593,7eb76bdd-9c4d-11ec-aece-002590fd1374,341,1746,1.0,3500.0,1,2022-03-05 11:58:05,5,2022-03-05 06:28:05,
594,d2d77543-9cf9-11ec-aece-002590fd1374,342,917,1.0,60.0,1,2022-03-06 08:31:38,5,2022-03-06 03:01:38,
595,d2d8b950-9cf9-11ec-aece-002590fd1374,342,876,2.0,120.0,1,2022-03-06 08:31:38,5,2022-03-06 03:01:38,
596,d2d9f5f4-9cf9-11ec-aece-002590fd1374,342,972,1.0,300.0,1,2022-03-06 08:31:38,5,2022-03-06 03:01:38,
597,d2db482b-9cf9-11ec-aece-002590fd1374,342,893,2.0,140.0,1,2022-03-06 08:31:38,5,2022-03-06 03:01:38,
598,07de13d9-9cfa-11ec-aece-002590fd1374,343,889,3.0,90.0,1,2022-03-06 08:33:07,5,2022-03-06 03:03:07,
599,07df5bc2-9cfa-11ec-aece-002590fd1374,343,1568,1.0,950.0,1,2022-03-06 08:33:07,5,2022-03-06 03:03:07,
600,9852d58c-9d24-11ec-aece-002590fd1374,344,562,1.0,180.0,1,2022-03-06 13:37:48,5,2022-03-06 08:07:48,
601,dfbd3893-9d24-11ec-aece-002590fd1374,345,2523,1.0,230.0,1,2022-03-06 13:39:48,5,2022-03-06 08:09:48,
602,17b6ef81-9d28-11ec-aece-002590fd1374,346,2047,4.0,16.0,1,2022-03-06 14:02:50,5,2022-03-06 08:32:50,
603,17b856c5-9d28-11ec-aece-002590fd1374,346,2933,4.0,32.0,1,2022-03-06 14:02:50,5,2022-03-06 08:32:50,
604,fe9f7b08-9de3-11ec-aece-002590fd1374,347,1541,6.0,600.0,1,2022-03-07 12:27:52,5,2022-03-07 06:57:52,
605,13fccd46-9df2-11ec-aece-002590fd1374,348,1386,1.0,185.0,1,2022-03-07 14:08:40,5,2022-03-07 08:38:40,
606,c492aa2a-9dfa-11ec-aece-002590fd1374,349,2853,1.0,120.0,1,2022-03-07 15:10:52,5,2022-03-07 09:40:52,
607,de7a1899-9e04-11ec-aece-002590fd1374,350,3282,22.0,20775.04,1,2022-03-07 16:23:11,5,2022-03-07 10:53:11,
608,d9f5cd53-9e9a-11ec-aece-002590fd1374,351,3416,1.0,7500.0,1,2022-03-08 10:16:47,5,2022-03-08 04:46:47,
609,54b80a52-9e9f-11ec-aece-002590fd1374,352,2730,1.0,5500.0,1,2022-03-08 10:48:51,5,2022-03-08 05:18:51,
610,c4f054c5-9ebf-11ec-aece-002590fd1374,353,3065,1.0,1500.0,1,2022-03-08 14:41:02,5,2022-03-08 09:11:02,
611,e4f212b3-9ebf-11ec-aece-002590fd1374,354,1584,2.0,4400.0,1,2022-03-08 14:41:56,5,2022-03-08 09:11:56,
612,506d850a-9ec5-11ec-aece-002590fd1374,355,629,1.0,180.0,1,2022-03-08 15:20:44,5,2022-03-08 09:50:44,
613,69d98448-9eca-11ec-aece-002590fd1374,356,2574,5.0,600.0,1,2022-03-08 15:57:14,5,2022-03-08 10:27:14,
614,23ff5c45-9f78-11ec-aece-002590fd1374,357,2545,1.0,1100.0,1,2022-03-09 12:40:48,5,2022-03-09 07:10:48,
615,1d9b859b-a0f5-11ec-a6a3-002590fd1374,358,2680,8.0,16640.0,1,2022-03-11 10:08:33,5,2022-03-11 04:38:33,
616,1d9dbb30-a0f5-11ec-a6a3-002590fd1374,358,898,8.0,12480.0,1,2022-03-11 10:08:34,5,2022-03-11 04:38:34,
617,eb977b90-a0f7-11ec-a6a3-002590fd1374,359,3188,3.0,9300.0,1,2022-03-11 10:28:38,5,2022-03-11 04:58:38,
618,08e7f1eb-a0f8-11ec-a6a3-002590fd1374,360,1975,1.0,1280.0,1,2022-03-11 10:29:27,5,2022-03-11 04:59:27,
619,683e7c51-a11e-11ec-a6a3-002590fd1374,361,1744,1.0,1200.0,1,2022-03-11 15:04:07,5,2022-03-11 09:34:07,
620,ade678e6-a1b3-11ec-a6a3-002590fd1374,362,2750,1.0,550.0,1,2022-03-12 08:52:38,5,2022-03-12 03:22:38,
621,34dad473-a1b4-11ec-a6a3-002590fd1374,363,1744,1.0,1200.0,1,2022-03-12 08:56:25,5,2022-03-12 03:26:25,
622,64a536f4-a1bd-11ec-a6a3-002590fd1374,364,747,2.0,200.0,1,2022-03-12 10:02:10,5,2022-03-12 04:32:10,
623,10bb4cca-a1d5-11ec-a6a3-002590fd1374,365,2102,2.0,640.0,1,2022-03-12 12:51:37,5,2022-03-12 07:21:37,
624,e61f389c-a1f8-11ec-a6a3-002590fd1374,366,892,14.3,4361.5,1,2022-03-12 17:08:07,5,2022-03-12 11:38:07,
625,f4e13ffd-a282-11ec-a6a3-002590fd1374,367,390,1.0,3200.0,1,2022-03-13 09:36:22,5,2022-03-13 04:06:22,
626,865db583-a283-11ec-a6a3-002590fd1374,368,1027,30.0,19.5,1,2022-03-13 09:40:26,5,2022-03-13 04:10:26,
627,99b0b9c5-a289-11ec-a6a3-002590fd1374,369,992,1.0,180.0,1,2022-03-13 10:23:55,5,2022-03-13 04:53:55,
628,621b0a6a-a350-11ec-a6a3-002590fd1374,370,2285,2.0,560.0,1,2022-03-14 10:06:50,5,2022-03-14 04:36:50,
629,621daa77-a350-11ec-a6a3-002590fd1374,370,727,1.0,400.0,1,2022-03-14 10:06:50,5,2022-03-14 04:36:50,
630,b4a7e67f-a36f-11ec-a6a3-002590fd1374,371,2275,1.0,2200.0,1,2022-03-14 13:51:02,5,2022-03-14 08:21:02,
631,41d7debb-a377-11ec-a6a3-002590fd1374,372,537,500.0,750.0,1,2022-03-14 14:45:06,5,2022-03-14 09:15:06,
632,fea0921d-a377-11ec-a6a3-002590fd1374,373,849,1.0,8900.0,1,2022-03-14 14:50:23,5,2022-03-14 09:20:23,
633,09d68a54-a387-11ec-a6a3-002590fd1374,374,1822,1.0,1150.0,1,2022-03-14 16:38:04,5,2022-03-14 11:08:04,
634,09d80767-a387-11ec-a6a3-002590fd1374,374,1824,2.0,1150.0,1,2022-03-14 16:38:04,5,2022-03-14 11:08:04,
635,42279ee2-a387-11ec-a6a3-002590fd1374,375,1824,1.0,750.0,1,2022-03-14 16:39:38,5,2022-03-14 11:09:38,
636,259337ea-a429-11ec-a6a3-002590fd1374,376,2309,1.0,1800.0,1,2022-03-15 11:58:27,5,2022-03-15 06:28:27,
637,cc872906-a455-11ec-a6a3-002590fd1374,377,1678,6.0,480.0,1,2022-03-15 17:18:05,5,2022-03-15 11:48:05,
638,50f72081-a67d-11ec-a6a3-002590fd1374,378,765,2.0,180.0,1,2022-03-18 11:05:55,5,2022-03-18 05:35:55,
639,50f87545-a67d-11ec-a6a3-002590fd1374,378,749,4.0,360.0,1,2022-03-18 11:05:55,5,2022-03-18 05:35:55,
640,50f9a0c1-a67d-11ec-a6a3-002590fd1374,378,756,4.0,360.0,1,2022-03-18 11:05:55,5,2022-03-18 05:35:55,
641,9099b639-a685-11ec-a6a3-002590fd1374,379,1726,1.0,150.0,1,2022-03-18 12:04:58,5,2022-03-18 06:34:58,
642,7c8bbf3a-a7fd-11ec-a6a3-002590fd1374,380,505,1.0,650.0,1,2022-03-20 08:55:51,5,2022-03-20 03:25:51,
643,43f36ea8-a81e-11ec-a6a3-002590fd1374,381,978,21.0,1260.0,1,2022-03-20 12:50:29,5,2022-03-20 07:20:29,
644,859f5849-a827-11ec-a6a3-002590fd1374,382,2599,1.0,1100.0,1,2022-03-20 13:56:45,5,2022-03-20 08:26:45,
645,e97dbd73-a828-11ec-a6a3-002590fd1374,383,3168,5.0,9000.0,1,2022-03-20 14:06:42,5,2022-03-20 08:36:42,
646,e97f5e3e-a828-11ec-a6a3-002590fd1374,383,3169,5.0,8750.0,1,2022-03-20 14:06:42,5,2022-03-20 08:36:42,
647,5b2cab54-a8d1-11ec-a6a3-002590fd1374,384,2817,1.0,280.0,1,2022-03-21 10:12:27,5,2022-03-21 04:42:27,
648,c96128b1-a8f8-11ec-acbc-5254007123c1,385,1610,1.0,620.0,1,2022-03-21 14:55:02,5,2022-03-21 09:25:02,
649,440abe04-a91b-11ec-acbc-5254007123c1,386,1708,1.0,850.0,1,2022-03-21 19:01:51,5,2022-03-21 13:31:51,
650,b32e652e-a9a0-11ec-acbc-5254007123c1,387,2737,1.0,6000.0,1,2022-03-22 10:57:00,5,2022-03-22 05:27:00,
651,d60b1cf0-a9dd-11ec-acbc-5254007123c1,388,629,2.0,360.0,1,2022-03-22 18:14:38,5,2022-03-22 12:44:38,
652,d127b273-aa57-11ec-acbc-5254007123c1,389,573,11.0,6380.0,1,2022-03-23 08:47:48,5,2022-03-23 03:17:48,
653,59b0b39f-aa5f-11ec-acbc-5254007123c1,390,2777,1.0,7900.0,1,2022-03-23 09:41:44,5,2022-03-23 04:11:44,
654,cb7e194e-aa62-11ec-acbc-5254007123c1,391,2968,1.0,680.0,1,2022-03-23 10:06:23,5,2022-03-23 04:36:23,
655,0fded041-aa64-11ec-acbc-5254007123c1,392,3096,1.0,300.0,1,2022-03-23 10:15:28,5,2022-03-23 04:45:28,
656,5305fccc-ab75-11ec-acbc-5254007123c1,393,1746,1.0,3600.0,1,2022-03-24 18:51:33,5,2022-03-24 13:21:33,
657,63366281-ab79-11ec-acbc-5254007123c1,394,2315,1.0,4800.0,1,2022-03-24 19:20:38,5,2022-03-24 13:50:38,
658,e5d1cfcb-abf5-11ec-acbc-5254007123c1,395,766,8.0,800.0,1,2022-03-25 10:11:55,5,2022-03-25 04:41:55,
659,e5d54a92-abf5-11ec-acbc-5254007123c1,395,747,8.0,800.0,1,2022-03-25 10:11:55,5,2022-03-25 04:41:55,
660,eeed302e-ae6e-11ec-b57e-5254007123c1,396,1800,1.0,840.0,1,2022-03-28 13:43:21,5,2022-03-28 08:13:21,
