return_id,return_ref,supplier_invoice_id,invoice_id,total,is_cash_paid,description,status,created_at,created_user_id,updated_at,updated_user_id
975,ef01de7e-84e3-11ed-8ba4-5254007123c1,,23548.0,240.0,1,,1,2022-12-26 11:40:02,5,2022-12-26 06:10:02,
976,1df08d02-84f8-11ed-8ba4-5254007123c1,,23427.0,1600.0,1,,1,2022-12-26 14:04:30,5,2022-12-26 08:34:30,
977,062d1911-8507-11ed-8ba4-5254007123c1,,23660.0,375.0,1,,1,2022-12-26 15:51:13,5,2022-12-26 10:21:13,
978,ea1770e4-851b-11ed-8ba4-5254007123c1,,23678.0,800.0,1,,1,2022-12-26 18:20:45,5,2022-12-26 12:50:45,
979,49197ce8-85b2-11ed-8ba4-5254007123c1,,23707.0,1050.0,0,,1,2022-12-27 12:17:09,5,2022-12-27 06:47:09,
980,a669906a-8668-11ed-8ba4-5254007123c1,,23696.0,2000.0,1,,1,2022-12-28 10:02:34,5,2022-12-28 04:32:34,
981,2e3088fb-866e-11ed-8ba4-5254007123c1,,23791.0,1100.0,1,,1,2022-12-28 10:42:09,5,2022-12-28 05:12:09,
982,89d06ee9-8680-11ed-8ba4-5254007123c1,,23790.0,4600.0,1,,1,2022-12-28 12:53:34,5,2022-12-28 07:23:34,
983,ba90a18d-8684-11ed-8ba4-5254007123c1,,23719.0,420.0,1,,1,2022-12-28 13:23:34,5,2022-12-28 07:53:34,
984,3ae4237a-868d-11ed-8ba4-5254007123c1,,23828.0,7000.0,1,,1,2022-12-28 14:24:25,5,2022-12-28 08:54:25,
985,94c62665-869c-11ed-8ba4-5254007123c1,,23847.0,140.0,1,,1,2022-12-28 16:14:18,5,2022-12-28 10:44:18,
986,e0969e0a-86a6-11ed-8ba4-5254007123c1,,23643.0,950.0,1,,1,2022-12-28 17:28:00,5,2022-12-28 11:58:00,
987,dda9d473-86aa-11ed-8ba4-5254007123c1,,23817.0,1300.0,1,,1,2022-12-28 17:56:33,5,2022-12-28 12:26:33,
988,c840ed54-8736-11ed-8ba4-5254007123c1,,23645.0,1100.0,1,,1,2022-12-29 10:38:07,5,2022-12-29 05:08:07,
989,c2fee9f9-8742-11ed-8ba4-5254007123c1,,23887.0,200.0,1,,1,2022-12-29 12:03:52,5,2022-12-29 06:33:52,
990,a161985f-8749-11ed-8ba4-5254007123c1,,23835.0,2910.0,1,,1,2022-12-29 12:53:02,5,2022-12-29 07:23:02,
991,5edbf583-8753-11ed-8ba4-5254007123c1,,23905.0,2000.0,1,,1,2022-12-29 14:02:46,5,2022-12-29 08:32:46,
992,bf57d16e-875b-11ed-8ba4-5254007123c1,,23808.0,2680.0,1,,1,2022-12-29 15:02:44,5,2022-12-29 09:32:44,
993,f3e6cc3f-876d-11ed-8ba4-5254007123c1,,23868.0,1500.0,1,,1,2022-12-29 17:13:03,5,2022-12-29 11:43:03,
994,9c1ae0c7-87f0-11ed-8ba4-5254007123c1,,23602.0,4500.0,0,,1,2022-12-30 08:48:19,5,2022-12-30 03:18:19,
995,afabcf8e-87f0-11ed-8ba4-5254007123c1,,23646.0,1500.0,0,,1,2022-12-30 08:48:52,5,2022-12-30 03:18:52,
996,0e215d11-87ff-11ed-8ba4-5254007123c1,,23951.0,8500.0,1,,1,2022-12-30 10:31:44,5,2022-12-30 05:01:44,
997,56387dc4-87ff-11ed-8ba4-5254007123c1,,23938.0,160.0,1,,1,2022-12-30 10:33:45,5,2022-12-30 05:03:45,
998,57e50af9-880d-11ed-8ba4-5254007123c1,,23922.0,60.0,1,,1,2022-12-30 12:14:00,5,2022-12-30 06:44:00,
999,132eab83-88c3-11ed-8ba4-5254007123c1,,23715.0,3200.0,1,,1,2022-12-31 09:54:54,5,2022-12-31 04:24:54,
1000,715a9ad4-88d1-11ed-8ba4-5254007123c1,,24041.0,1000.0,0,,1,2022-12-31 11:37:44,5,2022-12-31 06:07:44,
1001,642864b8-88d4-11ed-8ba4-5254007123c1,,13141.0,230.0,1,,1,2022-12-31 11:58:51,5,2022-12-31 06:28:51,
1002,b827c11b-88ea-11ed-8ba4-5254007123c1,,24040.0,200.0,1,,1,2022-12-31 14:38:41,5,2022-12-31 09:08:41,
1003,cdca80c9-8a77-11ed-8ba4-5254007123c1,,24153.0,1400.0,1,,1,2023-01-02 14:01:07,5,2023-01-02 08:31:07,
1004,6ffdf741-8a78-11ed-8ba4-5254007123c1,,23840.0,14700.0,1,,1,2023-01-02 14:05:39,5,2023-01-02 08:35:39,
1005,adb7e967-8a7d-11ed-8ba4-5254007123c1,,24128.0,450.0,1,,1,2023-01-02 14:43:10,5,2023-01-02 09:13:10,
1006,373c72b6-8a90-11ed-8ba4-5254007123c1,,24169.0,300.0,1,,1,2023-01-02 16:55:52,5,2023-01-02 11:25:52,
1007,57ca18fa-8be8-11ed-8ba4-5254007123c1,,24202.0,550.0,1,,1,2023-01-04 09:59:13,5,2023-01-04 04:29:13,
1008,926bd5ad-8bed-11ed-8ba4-5254007123c1,,24241.0,790.0,1,,1,2023-01-04 10:36:39,5,2023-01-04 05:06:39,
1009,ca593b8d-8bee-11ed-8ba4-5254007123c1,,6276.0,6720.0,1,,1,2023-01-04 10:45:23,5,2023-01-04 05:15:23,
1010,482b3533-8cc9-11ed-8ba4-5254007123c1,,24269.0,2960.0,1,,1,2023-01-05 12:49:24,5,2023-01-05 07:19:24,
1011,bb913a89-8cd4-11ed-8ba4-5254007123c1,,24350.0,550.0,1,,1,2023-01-05 14:11:22,5,2023-01-05 08:41:22,
1012,f82f4d9d-8cd7-11ed-8ba4-5254007123c1,,23716.0,2400.0,1,,1,2023-01-05 14:34:32,5,2023-01-05 09:04:32,
1013,6704f263-8cda-11ed-8ba4-5254007123c1,,24344.0,2000.0,1,,1,2023-01-05 14:51:57,5,2023-01-05 09:21:57,
1014,f7c987e3-8e5a-11ed-8ba4-5254007123c1,,4234.0,850.0,1,,1,2023-01-07 12:44:47,5,2023-01-07 07:14:47,
1015,ac0140ea-8f13-11ed-8ba4-5254007123c1,,24475.0,299.0,1,,1,2023-01-08 10:46:57,5,2023-01-08 05:16:57,
1016,f573c072-8f24-11ed-8ba4-5254007123c1,,24469.0,10.0,1,,1,2023-01-08 12:50:41,5,2023-01-08 07:20:41,
1017,5d68f51a-8ff9-11ed-8ba4-5254007123c1,,24570.0,3600.0,1,,1,2023-01-09 14:11:09,5,2023-01-09 08:41:09,
1018,f96b8003-9013-11ed-8ba4-5254007123c1,,23759.0,2850.0,1,,1,2023-01-09 17:21:38,5,2023-01-09 11:51:38,
1019,391552f5-901c-11ed-8ba4-5254007123c1,,24373.0,150.0,1,,1,2023-01-09 18:20:40,5,2023-01-09 12:50:40,
1020,d1c1e05f-909a-11ed-8ba4-5254007123c1,,24597.0,1750.0,1,,1,2023-01-10 09:26:53,5,2023-01-10 03:56:53,
1021,04d0920f-90a0-11ed-8ba4-5254007123c1,,24602.0,360.0,1,,1,2023-01-10 10:04:06,5,2023-01-10 04:34:06,
1022,4708312d-90a4-11ed-8ba4-5254007123c1,,24369.0,825.0,1,,1,2023-01-10 10:34:35,5,2023-01-10 05:04:35,
1023,d56e2749-90d8-11ed-8ba4-5254007123c1,,24653.0,50.0,1,,1,2023-01-10 16:50:48,5,2023-01-10 11:20:48,
1024,e856268e-90dc-11ed-8ba4-5254007123c1,,24592.0,1900.0,1,,1,2023-01-10 17:19:58,5,2023-01-10 11:49:58,
1025,f8d54dbf-9181-11ed-8ba4-5254007123c1,,24696.0,140.0,0,,1,2023-01-11 13:01:32,5,2023-01-11 07:31:32,
1026,168cf3a7-9191-11ed-8ba4-5254007123c1,,24149.0,2840.0,1,,1,2023-01-11 14:49:45,5,2023-01-11 09:19:45,
1027,386ec3a5-9191-11ed-8ba4-5254007123c1,,24117.0,600.0,1,,1,2023-01-11 14:50:42,5,2023-01-11 09:20:42,
1028,5a0d186d-924a-11ed-8ba4-5254007123c1,,23832.0,9000.0,1,,1,2023-01-12 12:55:55,5,2023-01-12 07:25:55,
1029,6490607e-92f4-11ed-8ba4-5254007123c1,,24345.0,3550.0,1,,1,2023-01-13 09:13:07,5,2023-01-13 03:43:07,
1030,fdbbfc41-92fa-11ed-8ba4-5254007123c1,,24441.0,1450.0,1,,1,2023-01-13 10:00:21,5,2023-01-13 04:30:21,
1031,30e9bc41-9314-11ed-8ba4-5254007123c1,,24805.0,6500.0,0,,1,2023-01-13 13:00:44,5,2023-01-13 07:30:44,
1032,8626d8d9-9322-11ed-8ba4-5254007123c1,,24795.0,2900.0,1,,1,2023-01-13 14:43:20,5,2023-01-13 09:13:20,
1033,0adb6702-933c-11ed-8ba4-5254007123c1,,24824.0,325.0,0,,1,2023-01-13 17:46:00,5,2023-01-13 12:16:00,
1034,761f5f30-933c-11ed-8ba4-5254007123c1,,23781.0,2000.0,0,,1,2023-01-13 17:49:00,5,2023-01-13 12:19:00,
1035,c9868b1a-933c-11ed-8ba4-5254007123c1,,22972.0,660.0,0,,1,2023-01-13 17:51:20,5,2023-01-13 12:21:20,
1036,5ad89300-933f-11ed-8ba4-5254007123c1,,22867.0,2740.0,0,,1,2023-01-13 18:09:43,5,2023-01-13 12:39:43,
1037,43cf1ffa-9340-11ed-8ba4-5254007123c1,,22794.0,224.0,0,,1,2023-01-13 18:16:14,5,2023-01-13 12:46:14,
1038,69a619e4-9340-11ed-8ba4-5254007123c1,,24768.0,104.0,0,,1,2023-01-13 18:17:17,5,2023-01-13 12:47:17,
1039,278ecdf0-93bc-11ed-8ba4-5254007123c1,,24879.0,5400.0,1,,1,2023-01-14 09:03:04,5,2023-01-14 03:33:04,
1040,74f0c3b1-93d7-11ed-8ba4-5254007123c1,,24902.0,960.0,1,,1,2023-01-14 12:18:30,5,2023-01-14 06:48:30,
1041,efecd1da-93e2-11ed-8ba4-5254007123c1,,24904.0,340.0,0,,1,2023-01-14 13:40:41,5,2023-01-14 08:10:41,
1042,3ad37eae-93e3-11ed-8ba4-5254007123c1,3163.0,,13492.5,0,,1,2023-01-14 13:42:47,5,2023-01-14 08:12:47,
1043,ade1597c-93ee-11ed-8ba4-5254007123c1,,23210.0,1600.0,1,,1,2023-01-14 15:04:44,5,2023-01-14 09:34:44,
1044,25f4bc1e-9400-11ed-8ba4-5254007123c1,,24781.0,1320.0,1,,1,2023-01-14 17:09:47,5,2023-01-14 11:39:47,
1045,3514fdae-9400-11ed-8ba4-5254007123c1,,24781.0,1800.0,1,,1,2023-01-14 17:10:12,5,2023-01-14 11:40:12,
1046,60550403-9400-11ed-8ba4-5254007123c1,,24799.0,2700.0,1,,1,2023-01-14 17:11:25,5,2023-01-14 11:41:25,
1047,c4948656-9489-11ed-8ba4-5254007123c1,,24779.0,1160.0,1,,1,2023-01-15 09:34:54,5,2023-01-15 04:04:54,
1048,bf791445-94aa-11ed-8ba4-5254007123c1,,24981.0,750.0,1,,1,2023-01-15 13:30:59,5,2023-01-15 08:00:59,
1049,16ea729c-94ac-11ed-8ba4-5254007123c1,,24983.0,240.0,1,,1,2023-01-15 13:40:35,5,2023-01-15 08:10:35,
1050,0856fba1-9554-11ed-8ba4-5254007123c1,,24896.0,6500.0,0,,1,2023-01-16 09:42:46,5,2023-01-16 04:12:46,
1051,2d67e6f2-9559-11ed-8ba4-5254007123c1,,24988.0,1450.0,1,,1,2023-01-16 10:19:36,5,2023-01-16 04:49:36,
1052,fe205cfa-9564-11ed-8ba4-5254007123c1,,24895.0,760.0,0,,1,2023-01-16 11:44:11,5,2023-01-16 06:14:11,
1053,f3fe4c9f-957a-11ed-8ba4-5254007123c1,,24990.0,1080.0,1,,1,2023-01-16 14:21:23,5,2023-01-16 08:51:23,
1054,442dc244-963c-11ed-8ba4-5254007123c1,,24885.0,280.0,1,,1,2023-01-17 13:25:10,5,2023-01-17 07:55:10,
1055,24ed87c6-9659-11ed-8ba4-5254007123c1,,25124.0,630.0,1,,1,2023-01-17 16:51:53,5,2023-01-17 11:21:53,
1056,ab834d08-9708-11ed-8ba4-5254007123c1,,25180.0,50.0,1,,1,2023-01-18 13:48:21,5,2023-01-18 08:18:21,
1057,1aec0529-9716-11ed-8ba4-5254007123c1,,24510.0,10400.0,0,,1,2023-01-18 15:24:31,5,2023-01-18 09:54:31,
1058,6ad400b2-9722-11ed-8ba4-5254007123c1,,25157.0,7500.0,1,,1,2023-01-18 16:52:39,5,2023-01-18 11:22:39,
1059,da354c25-9724-11ed-8ba4-5254007123c1,,25158.0,300.0,1,,1,2023-01-18 17:10:05,5,2023-01-18 11:40:05,
1060,24a048e6-97b4-11ed-8ba4-5254007123c1,,25027.0,220.0,1,,1,2023-01-19 10:15:48,5,2023-01-19 04:45:48,
1061,bbe46794-9871-11ed-8ba4-5254007123c1,,25264.0,5100.0,1,,1,2023-01-20 08:52:56,5,2023-01-20 03:22:56,
1062,f7ae4743-9873-11ed-8ba4-5254007123c1,,24321.0,12000.0,0,,1,2023-01-20 09:08:56,5,2023-01-20 03:38:56,
1063,1b659d98-988d-11ed-8ba4-5254007123c1,,25289.0,120.0,1,,1,2023-01-20 12:08:53,5,2023-01-20 06:38:53,
1064,4c932fd3-9943-11ed-8ba4-5254007123c1,,25340.0,780.0,1,,1,2023-01-21 09:53:04,5,2023-01-21 04:23:04,
1065,5e36ae9a-9948-11ed-8ba4-5254007123c1,,25344.0,480.0,1,,1,2023-01-21 10:29:21,5,2023-01-21 04:59:21,
1066,54a825bd-994d-11ed-8ba4-5254007123c1,3557.0,,142100.0,0,,1,2023-01-21 11:04:53,5,2023-01-21 05:34:53,
1067,7d9a5c2a-9974-11ed-8ba4-5254007123c1,,25379.0,380.0,1,,1,2023-01-21 15:45:12,5,2023-01-21 10:15:12,
1068,8bc32a39-9a1b-11ed-8ba4-5254007123c1,,25415.0,1300.0,1,,1,2023-01-22 11:41:01,5,2023-01-22 06:11:01,
1069,7807e98b-9a24-11ed-8ba4-5254007123c1,,25427.0,120.0,1,,1,2023-01-22 12:44:54,4,2023-01-22 07:14:54,
1070,1f774fdb-9ada-11ed-8ba4-5254007123c1,,25068.0,1650.0,1,,1,2023-01-23 10:25:13,5,2023-01-23 04:55:13,
1071,f9a5fd7d-9b13-11ed-8ba4-5254007123c1,,25479.0,14460.0,1,,1,2023-01-23 17:19:21,5,2023-01-23 11:49:21,
1072,beccc9b7-9b9a-11ed-8ba4-5254007123c1,,25456.0,60.0,1,,1,2023-01-24 09:24:04,5,2023-01-24 03:54:04,
1073,9f492dc5-9bb3-11ed-8ba4-5254007123c1,,25488.0,70.0,1,,1,2023-01-24 12:22:09,5,2023-01-24 06:52:09,
1074,4033bf77-9bd7-11ed-8ba4-5254007123c1,3551.0,,248500.0,0,,1,2023-01-24 16:37:11,5,2023-01-24 11:07:11,
1075,17182a25-9c64-11ed-8ba4-5254007123c1,,25073.0,910.0,0,,1,2023-01-25 09:25:21,5,2023-01-25 03:55:21,
1076,baf6d65f-9c64-11ed-8ba4-5254007123c1,,24109.0,180.0,1,,1,2023-01-25 09:29:56,5,2023-01-25 03:59:56,
1077,7efb46fd-9c6a-11ed-8ba4-5254007123c1,,25556.0,1000.0,1,,1,2023-01-25 10:11:12,5,2023-01-25 04:41:12,
1078,fe026a38-9c95-11ed-8ba4-5254007123c1,3538.0,,123000.0,0,,1,2023-01-25 15:22:34,5,2023-01-25 09:52:34,
1079,85b88c8a-9d3c-11ed-8ba4-5254007123c1,,25633.0,430.0,0,,1,2023-01-26 11:14:38,5,2023-01-26 05:44:38,
1080,a520f1fe-9d3c-11ed-8ba4-5254007123c1,,25631.0,6960.0,0,,1,2023-01-26 11:15:31,5,2023-01-26 05:45:31,
1081,fb23daed-9d6b-11ed-8750-5254007123c1,,25659.0,830.0,1,,1,2023-01-26 16:54:21,5,2023-01-26 11:24:21,
1082,9629b359-9d7a-11ed-8750-5254007123c1,3589.0,,245000.0,0,,1,2023-01-26 18:38:54,5,2023-01-26 13:08:54,
1083,4050d4bb-9e07-11ed-8750-5254007123c1,,25670.0,210000.0,1,,1,2023-01-27 11:25:49,5,2023-01-27 05:55:49,
1084,642e88fb-9e07-11ed-8750-5254007123c1,,25670.0,49500.0,1,,1,2023-01-27 11:26:50,5,2023-01-27 05:56:50,
1085,8a85053b-9e07-11ed-8750-5254007123c1,,25670.0,7600.0,1,,1,2023-01-27 11:27:54,5,2023-01-27 05:57:54,
1086,79d8dd05-9e08-11ed-8750-5254007123c1,,25670.0,30604.0,1,,1,2023-01-27 11:34:35,5,2023-01-27 06:04:35,
1087,912fbdad-9e08-11ed-8750-5254007123c1,,25670.0,5700.0,1,,1,2023-01-27 11:35:15,5,2023-01-27 06:05:15,
1088,9abf5eb4-9e08-11ed-8750-5254007123c1,,25670.0,45000.0,1,,1,2023-01-27 11:35:31,5,2023-01-27 06:05:31,
1089,b41ed5fe-9e08-11ed-8750-5254007123c1,,25670.0,2450.0,1,,1,2023-01-27 11:36:13,5,2023-01-27 06:06:13,
1090,bf8f6f74-9e08-11ed-8750-5254007123c1,,25670.0,40000.0,1,,1,2023-01-27 11:36:32,5,2023-01-27 06:06:32,
1091,cded84da-9e08-11ed-8750-5254007123c1,,25670.0,9150.0,1,,1,2023-01-27 11:36:57,5,2023-01-27 06:06:57,
1092,e95ca322-9e09-11ed-8750-5254007123c1,,25693.0,3300.0,1,,1,2023-01-27 11:44:52,5,2023-01-27 06:14:52,
1093,52ed1bb3-9e36-11ed-8750-5254007123c1,,25733.0,850.0,1,,1,2023-01-27 17:02:47,5,2023-01-27 11:32:47,
1094,010431c7-9ebe-11ed-8750-5254007123c1,,25749.0,9152.0,1,,1,2023-01-28 09:14:01,5,2023-01-28 03:44:01,
1095,339d32fe-9efb-11ed-8750-5254007123c1,,25793.0,900.0,1,,1,2023-01-28 16:32:05,5,2023-01-28 11:02:05,
1096,5509733d-9fa5-11ed-8750-5254007123c1,3633.0,,5700.0,0,,1,2023-01-29 12:49:56,5,2023-01-29 07:19:56,
1097,07a4055b-a050-11ed-8750-5254007123c1,,25844.0,7600.0,0,,1,2023-01-30 09:11:50,5,2023-01-30 03:41:50,
1098,9da8bab1-a050-11ed-8750-5254007123c1,,25844.0,35550.0,0,,1,2023-01-30 09:16:02,5,2023-01-30 03:46:02,
1099,ad211049-a050-11ed-8750-5254007123c1,,25845.0,15.0,0,,1,2023-01-30 09:16:28,5,2023-01-30 03:46:28,
1100,086eba6f-a06a-11ed-8750-5254007123c1,,25868.0,100.0,1,,1,2023-01-30 12:17:58,5,2023-01-30 06:47:58,
1101,092aa3a4-a071-11ed-8750-5254007123c1,,25696.0,3780.0,1,,1,2023-01-30 13:08:06,5,2023-01-30 07:38:06,
1102,942ede43-a07d-11ed-8750-5254007123c1,,25528.0,800.0,1,,1,2023-01-30 14:37:53,5,2023-01-30 09:07:53,
1103,e83ee064-a097-11ed-8750-5254007123c1,,25877.0,2000.0,1,,1,2023-01-30 17:46:21,5,2023-01-30 12:16:21,
1104,fc923ead-a11b-11ed-8750-5254007123c1,,24899.0,6400.0,0,,1,2023-01-31 09:31:49,5,2023-01-31 04:01:49,
1105,5fb20977-a12f-11ed-8750-5254007123c1,,24188.0,180.0,1,,1,2023-01-31 11:50:35,5,2023-01-31 06:20:35,
1106,4b03c321-a148-11ed-8750-5254007123c1,3655.0,,130350.0,0,,1,2023-01-31 14:48:58,5,2023-01-31 09:18:58,
1107,c812dbdc-a148-11ed-8750-5254007123c1,,25905.0,123000.0,0,,1,2023-01-31 14:52:28,5,2023-01-31 09:22:28,
1108,3551bc84-a1e0-11ed-8750-5254007123c1,,25996.0,170.0,1,,1,2023-02-01 08:56:25,5,2023-02-01 03:26:25,
1109,1da9f1ae-a1e5-11ed-8750-5254007123c1,,26002.0,580.0,1,,1,2023-02-01 09:31:33,5,2023-02-01 04:01:33,
1110,4f746bb3-a203-11ed-8750-5254007123c1,,25582.0,180.0,1,,1,2023-02-01 13:07:41,5,2023-02-01 07:37:41,
1111,4cff728c-a20c-11ed-8750-5254007123c1,,26024.0,300.0,0,,1,2023-02-01 14:12:03,5,2023-02-01 08:42:03,
1112,184acdfc-a20d-11ed-8750-5254007123c1,,25952.0,3690.0,0,,1,2023-02-01 14:17:44,5,2023-02-01 08:47:44,
1113,45107900-a20e-11ed-8750-5254007123c1,,25952.0,3980.0,0,,1,2023-02-01 14:26:09,5,2023-02-01 08:56:09,
1114,bbc931e7-a213-11ed-8750-5254007123c1,,26040.0,40.0,1,,1,2023-02-01 15:05:15,5,2023-02-01 09:35:15,
1115,f46e0498-a221-11ed-8750-5254007123c1,,26051.0,350.0,1,,1,2023-02-01 16:47:03,5,2023-02-01 11:17:03,
1116,3e5873ed-a22b-11ed-8750-5254007123c1,,26036.0,3250.0,1,,1,2023-02-01 17:53:33,5,2023-02-01 12:23:33,
1117,2b42b6ca-a2b2-11ed-8750-5254007123c1,,26069.0,60.0,1,,1,2023-02-02 09:59:23,5,2023-02-02 04:29:23,
1118,e2fae441-a2b5-11ed-8750-5254007123c1,,26031.0,430.0,1,,1,2023-02-02 10:25:59,5,2023-02-02 04:55:59,
1119,628b29b6-a387-11ed-8750-5254007123c1,,26124.0,800.0,1,,1,2023-02-03 11:25:38,5,2023-02-03 05:55:38,
1120,71c2eb6b-a3bd-11ed-8750-5254007123c1,,26148.0,260.0,1,,1,2023-02-03 17:52:37,5,2023-02-03 12:22:37,
1121,6262c740-a43b-11ed-8750-5254007123c1,,26044.0,4800.0,1,,1,2023-02-04 08:54:07,5,2023-02-04 03:24:07,
1122,296ba0a9-a467-11ed-8750-5254007123c1,,26121.0,250.0,1,,1,2023-02-04 14:07:30,5,2023-02-04 08:37:30,
1123,241acc36-a61b-11ed-8750-5254007123c1,,26257.0,220.0,1,,1,2023-02-06 18:08:21,5,2023-02-06 12:38:21,
1124,578c96d4-a6a1-11ed-8750-5254007123c1,,26276.0,9800.0,1,,1,2023-02-07 10:09:00,5,2023-02-07 04:39:00,
1125,865a6a64-a6a8-11ed-8750-5254007123c1,,25453.0,1900.0,1,,1,2023-02-07 11:00:25,5,2023-02-07 05:30:25,
1126,aadb9558-a6b0-11ed-8750-5254007123c1,,26291.0,2480.0,1,,1,2023-02-07 11:58:42,5,2023-02-07 06:28:42,
1127,66c49c01-a6b8-11ed-8750-5254007123c1,3704.0,,9408.0,0,,1,2023-02-07 12:54:04,5,2023-02-07 07:24:04,
1128,28de98a1-a6c0-11ed-8750-5254007123c1,,26306.0,78.0,1,,1,2023-02-07 13:49:36,5,2023-02-07 08:19:36,
1129,3015d463-a6c0-11ed-8750-5254007123c1,,26307.0,78.0,1,,1,2023-02-07 13:49:48,5,2023-02-07 08:19:48,
1130,84b1791f-a775-11ed-8750-5254007123c1,,26354.0,260.0,1,,1,2023-02-08 11:27:49,5,2023-02-08 05:57:49,
1131,5d77e1fd-a776-11ed-8750-5254007123c1,3712.0,,235000.0,0,,1,2023-02-08 11:33:53,5,2023-02-08 06:03:53,
1132,d5811e94-a786-11ed-8750-5254007123c1,,26376.0,360.0,1,,1,2023-02-08 13:31:46,5,2023-02-08 08:01:46,
1133,206472ee-a79a-11ed-8750-5254007123c1,,26391.0,1187.75,0,,1,2023-02-08 15:49:52,5,2023-02-08 10:19:52,
1134,27d32212-a7a3-11ed-8750-5254007123c1,,26352.0,500.0,1,,1,2023-02-08 16:54:30,5,2023-02-08 11:24:30,
1135,862a7cdd-a7a3-11ed-8750-5254007123c1,,26356.0,240.0,1,,1,2023-02-08 16:57:09,5,2023-02-08 11:27:09,
1136,3d51315a-a845-11ed-8750-5254007123c1,,26424.0,250.0,1,,1,2023-02-09 12:14:45,5,2023-02-09 06:44:45,
1137,5674e1a8-a8f7-11ed-8750-5254007123c1,,26269.0,10650.0,1,,1,2023-02-10 09:29:37,5,2023-02-10 03:59:37,
1138,4a674068-a924-11ed-8750-5254007123c1,,26505.0,240.0,1,,1,2023-02-10 14:51:25,5,2023-02-10 09:21:25,
1139,193c6800-a93c-11ed-8750-5254007123c1,,26520.0,230.0,1,,1,2023-02-10 17:41:50,5,2023-02-10 12:11:50,
1140,a1f53af9-a9fc-11ed-b23b-5254007123c1,,26489.0,400.0,0,,1,2023-02-11 16:40:03,5,2023-02-11 11:10:03,
1141,aac2fbe1-aa8f-11ed-b23b-5254007123c1,,26548.0,950.0,1,,1,2023-02-12 10:12:34,5,2023-02-12 04:42:34,
1142,12dcb160-aa98-11ed-b23b-5254007123c1,,26598.0,1000.0,1,,1,2023-02-12 11:12:44,5,2023-02-12 05:42:44,
1143,25699177-ab64-11ed-b23b-5254007123c1,,26430.0,360.0,1,,1,2023-02-13 11:33:33,5,2023-02-13 06:03:33,
1144,27e7cb80-ab69-11ed-b23b-5254007123c1,,26653.0,1400.0,1,,1,2023-02-13 12:09:24,5,2023-02-13 06:39:24,
1145,1a9eb2ed-ab8b-11ed-b23b-5254007123c1,,26688.0,180.0,1,,1,2023-02-13 16:12:25,5,2023-02-13 10:42:25,
1146,d79addb0-ac23-11ed-b23b-5254007123c1,,26705.0,850.0,1,,1,2023-02-14 10:25:45,5,2023-02-14 04:55:45,
1147,e4e963df-ac23-11ed-b23b-5254007123c1,,26648.0,850.0,1,,1,2023-02-14 10:26:08,5,2023-02-14 04:56:08,
1148,5e37112a-ac29-11ed-b23b-5254007123c1,,26718.0,60.0,0,,1,2023-02-14 11:05:19,5,2023-02-14 05:35:19,
1149,71ba9e42-ac35-11ed-b23b-5254007123c1,,26732.0,750.0,1,,1,2023-02-14 12:31:45,5,2023-02-14 07:01:45,
1150,68ceedf6-ac54-11ed-b23b-5254007123c1,3668.0,,12350.0,0,,1,2023-02-14 16:13:25,5,2023-02-14 10:43:25,
1151,9e068e2d-ad2e-11ed-b23b-5254007123c1,3687.0,,2300.0,0,,1,2023-02-15 18:15:24,5,2023-02-15 12:45:24,
1152,750907d8-adc4-11ed-b23b-5254007123c1,,26743.0,1100.0,1,,1,2023-02-16 12:08:00,5,2023-02-16 06:38:00,
1153,a2930a85-adf9-11ed-b23b-5254007123c1,,26773.0,930.0,1,,1,2023-02-16 18:28:40,5,2023-02-16 12:58:40,
1154,0c7aa97b-ae99-11ed-b23b-5254007123c1,,26941.0,1860.0,1,,1,2023-02-17 13:29:48,5,2023-02-17 07:59:48,
1155,74b8944f-ae99-11ed-b23b-5254007123c1,,26943.0,10000.0,1,,1,2023-02-17 13:32:42,5,2023-02-17 08:02:42,
1156,3ce55b54-aec5-11ed-b23b-5254007123c1,,26979.0,960.0,1,,1,2023-02-17 18:46:07,5,2023-02-17 13:16:07,
1157,82b285d0-af44-11ed-b23b-5254007123c1,,26935.0,4585.0,1,,1,2023-02-18 09:57:10,5,2023-02-18 04:27:10,
1158,a3897028-af71-11ed-b23b-5254007123c1,,27028.0,1000.0,1,,1,2023-02-18 15:20:12,5,2023-02-18 09:50:12,
1159,c64194d9-af74-11ed-b23b-5254007123c1,,27031.0,60.0,1,,1,2023-02-18 15:42:39,5,2023-02-18 10:12:39,
1160,5619f419-af7c-11ed-b23b-5254007123c1,,27029.0,160.0,0,,1,2023-02-18 16:36:47,5,2023-02-18 11:06:47,
1161,7853750f-af7c-11ed-b23b-5254007123c1,,26758.0,320.0,0,,1,2023-02-18 16:37:44,5,2023-02-18 11:07:44,
1162,26daabfc-b008-11ed-b23b-5254007123c1,,27038.0,1900.0,1,,1,2023-02-19 09:17:37,5,2023-02-19 03:47:37,
1163,bcbc29ac-b008-11ed-b23b-5254007123c1,,26996.0,18916.65,0,,1,2023-02-19 09:21:49,5,2023-02-19 03:51:49,
1164,e1b390be-b011-11ed-b23b-5254007123c1,,26958.0,12750.0,1,,1,2023-02-19 10:27:16,5,2023-02-19 04:57:16,
1165,66fedb38-b013-11ed-b23b-5254007123c1,,27073.0,2880.0,1,,1,2023-02-19 10:38:09,5,2023-02-19 05:08:09,
