supplier_id,supplier_ref,supplier_name,address,contact_no,email,contact_person_name,contact_person_number,bf_balance,balance,status,created_at,created_user_id,updated_at,updated_user_id
118,3d7ac587-3407-11ed-8fdc-5254007123c1,C&R Marketing,"Keselwaththa,Panadura",0770391945,,,,0.0,0.0,1,2022-09-14 13:58:41,5.0,2022-09-14 08:30:06,5.0
119,54c0037b-34c5-11ed-8fdc-5254007123c1,SMS Distributors,Nochchiyagama,0779416175,,,,0.0,0.0,1,2022-09-15 12:39:25,5.0,2023-02-20 06:55:19,5.0
120,1aa6bf1f-367d-11ed-8fdc-5254007123c1,AYT Trading,Mahahunupitiya Nigombo,0775131578,,,,0.0,0.0,1,2022-09-17 17:07:26,5.0,2024-09-08 09:08:13,5.0
121,499dd81e-38b0-11ed-8fdc-5254007123c1,Cash & Carry (Star Ropes Pvt),NO108 Mill Road Vavuniya,0779732023,,,,0.0,0.0,1,2022-09-20 12:18:51,5.0,2023-10-03 07:03:55,5.0
122,08ddb00a-3a4e-11ed-8fdc-5254007123c1,Universe Lanka Marketing,440/A/3  Rajamal Uyana.Dwvelola Road Udugampola,0770742154,,,,0.0,0.0,1,2022-09-22 13:40:34,5.0,2023-07-30 06:39:46,5.0
123,077363ef-3a69-11ed-8fdc-5254007123c1,Ever Win Distributor,"No 475/A8,Wibavi Mawatha,Anuradapura",077-3202894,,,,0.0,0.0,0,2022-09-22 16:53:48,5.0,2023-02-17 16:33:05,5.0
124,26538380-3be0-11ed-8fdc-5254007123c1,Arica Distributers(pvt)Ltd-[PHONEX],No.522/E 20Main Street.Anuradhapura,0761200145,,,,0.0,108758.8,1,2022-09-24 13:39:02,5.0,2025-03-21 08:52:53,5.0
125,60ab44eb-3eec-11ed-8fdc-5254007123c1,AGRO P.V.C,"Thaligama, Kithulgoda",0721357632,,,,0.0,0.0,1,2022-09-28 10:44:07,5.0,2025-02-08 06:00:47,5.0
126,4e31eae6-3f0e-11ed-8fdc-5254007123c1,Sunwel Tools &Equipments General Trading (PVT) Ltd,"New Town, Anuradapura",0762909306,,,,0.0,0.0,1,2022-09-28 14:46:59,5.0,2022-10-12 10:05:18,
127,977a72c1-40a5-11ed-8fdc-5254007123c1,KBG Hardware,Kebithigollawa,0774796943,,,,0.0,0.0,1,2022-09-30 15:22:27,5.0,2023-04-05 19:21:52,5.0
128,bf73c067-4173-11ed-8fdc-5254007123c1,JRH Distributors,"Boraluhinna Road, Rambewa",0776748654/ 07187907,,Mr:Jameel,,0.0,23850.0,1,2022-10-01 15:58:10,5.0,2025-03-20 08:38:15,5.0
129,d6768520-4224-11ed-8fdc-5254007123c1,Sun White Enterprises,Kananwila..Horana..,076794129,,,,0.0,0.0,1,2022-10-02 13:05:50,5.0,2024-02-27 11:20:08,
130,ea93dea3-430a-11ed-8fdc-5254007123c1,Dissanayake Distributor's,Galgamuwa,0762401730,,,,0.0,0.0,1,2022-10-03 16:32:48,5.0,2025-02-26 08:01:03,5.0
131,9304ee17-430f-11ed-8fdc-5254007123c1,F.S Distributor,70/03..St.Lazara Road.Periyamulla..Negombo,0772647514,,075-2127870,,0.0,0.0,1,2022-10-03 17:06:08,5.0,2024-05-29 05:55:50,5.0
132,5ab539f9-4a1e-11ed-8ba4-5254007123c1,Altra Tec Cement,-,-,,Mr.Sampath,,0.0,0.0,1,2022-10-12 16:39:34,5.0,2023-11-10 09:03:58,5.0
133,8f30a6f0-4ba2-11ed-8ba4-5254007123c1,Jayantha Distributor (SWISSTEK)-4 bag sort,No 859/Preeman Mawatha Anuradhapura,0778063725,,4 bag shortMr.Sumeda,,0.0,157744.47,1,2022-10-14 14:58:27,5.0,2025-03-18 12:34:30,5.0
134,5e6e2d46-503a-11ed-8ba4-5254007123c1,Leomet Steel Engineers (pvt) Ltd,"No:671,IDB Industrial Estate,Pallekele",0770020608,,Mr.Mathivathanan,,0.0,0.0,1,2022-10-20 11:15:14,5.0,2025-01-12 06:38:14,
135,6427d9e7-5133-11ed-8ba4-5254007123c1,Asian Hand Tools( 1361- r.t.n ),No-22/1/1 Watadeniya Welamboda.,0777780026,,,,0.0,105885.0,1,2022-10-21 16:57:48,5.0,2025-01-15 10:46:39,5.0
136,fbc0c991-59b1-11ed-8ba4-5254007123c1,NRS Marketing,"Wilpola, Aranayake",0773775629,,,,0.0,0.0,1,2022-11-01 12:24:08,5.0,2023-01-05 06:52:36,
137,95f25a6d-60c7-11ed-8ba4-5254007123c1,Aqua Bro,Bathamburiya-Rambukkana,0713866026,,,,0.0,0.0,1,2022-11-10 12:46:24,5.0,2023-04-25 11:18:21,
138,a41dc8f2-625e-11ed-8ba4-5254007123c1,Sasmitha Enterprises 310/10..3rd Step Anuradhapura Dulux,3101/10 3Rd Step..Anuradhapura,0740927993/070499173,,Mr.Asanka,,0.0,95467.0,1,2022-11-12 13:20:13,5.0,2025-03-18 05:48:18,5.0
139,a4ac3cbb-63fb-11ed-8ba4-5254007123c1,Ceylon Marketing & Ditributor,28. Chandrawaanka Road..Pallimulla..Panadura,0768270833,,,,0.0,241455.3,1,2022-11-14 14:36:36,5.0,2025-03-08 08:17:17,5.0
140,9862bb91-6ade-11ed-8ba4-5254007123c1,St.Anthony's Coatings (PVT)LTD,Colombo 09,0772930008,,,,0.0,0.0,1,2022-11-23 08:56:19,5.0,2025-03-18 05:17:08,5.0
141,1ae914bf-6af3-11ed-8ba4-5254007123c1,Universal Paints Industries (PVT) LTD,"Gall Road,Pallilmulla,Panadura",0775675580,,,,0.0,235100.02,1,2022-11-23 11:23:07,5.0,2025-03-08 04:48:38,5.0
142,819ccad3-6bc3-11ed-8ba4-5254007123c1,Navodya Distributor,"Meetiyagoda,Ambalangoda",0773087970,navodyao@gmail.com,,,0.0,0.0,1,2022-11-24 12:14:55,5.0,2024-10-06 04:36:54,5.0
143,592c14fd-76d4-11ed-8ba4-5254007123c1,Torch Supplier (Mr. Lalith),-,0741026225,,Mr Lalith,,0.0,0.0,0,2022-12-08 14:13:11,5.0,2023-08-02 21:04:28,5.0
144,1b3c44dc-7aa8-11ed-8ba4-5254007123c1,Rathnayake Enterprises,Rathmalana,0763304230,,,,0.0,0.0,1,2022-12-13 11:06:34,5.0,2023-03-30 05:46:05,
145,b697c1c8-7ab9-11ed-8ba4-5254007123c1,Maxlong Steel (PVT) LTD,"Samagi Mawatha, Panadura",0703387726,,,,0.0,0.0,1,2022-12-13 13:12:36,5.0,2023-03-05 06:43:56,
146,3067e7a3-7dbd-11ed-8ba4-5254007123c1,UNICHEM Chemicals,"No:120, Meeriyagall,Padukka",0778088195,,,,0.0,0.0,1,2022-12-17 09:15:03,5.0,2024-10-11 07:48:41,
147,f9d06625-7dd9-11ed-8ba4-5254007123c1,Tokiyo Cement,-,-,,,,0.0,964500.0,1,2022-12-17 12:41:07,5.0,2025-03-20 12:53:08,
148,ddd6149b-7df5-11ed-8ba4-5254007123c1,Agra Distributor(SLON),"Pandulagama,Anuradapura",0761104611/071942505,,"Mr Bandara,Mr Gayan",,0.0,349780.70908,1,2022-12-17 16:00:46,5.0,2025-03-14 08:29:27,5.0
149,6bdf7af2-803a-11ed-8ba4-5254007123c1,Listec Holdings,"No:14/6,Bemmulla,Gampaha",0740747462,,,,0.0,0.0,1,2022-12-20 13:16:32,5.0,2025-03-12 06:21:54,
150,aa9d7dcb-805b-11ed-8ba4-5254007123c1,Kohu Lanu Supplier,-,0776445584,,,,0.0,0.0,1,2022-12-20 17:14:31,5.0,2022-12-20 11:45:05,
151,c5b726b0-8bf0-11ed-8ba4-5254007123c1,TM Distributors,"No 315/71,Ranathisara Garden,Jalthara,Ranala",037-2057732,,,,0.0,0.0,1,2023-01-04 10:59:34,5.0,2025-01-20 10:46:03,5.0
152,c64dcde8-8c24-11ed-8ba4-5254007123c1,ILA Glass House,Kattankudy,075-7333636,,,,0.0,0.0,1,2023-01-04 17:11:49,5.0,2023-01-04 11:42:32,
153,ec42b64f-9253-11ed-8ba4-5254007123c1,SUNRO Engineers,"No 130,Mahara,Kadawatha",0777985159,,,,0.0,0.0,1,2023-01-12 14:04:26,5.0,2023-01-12 08:35:53,
154,788c4265-92f9-11ed-8ba4-5254007123c1,Dakshina Lanka Agro Holding(PVT) Ltd,Middeniya,0711433808,,,,0.0,0.0,1,2023-01-13 09:49:28,5.0,2023-01-13 04:22:23,5.0
155,89ff31fc-97e3-11ed-8ba4-5254007123c1,Asma Enterprises-Rotax (pvt)Ltd,"No 99/Matale Road,Kudugala,
Ambathanna",0773425041,,,,0.0,28177.272,1,2023-01-19 15:55:04,5.0,2025-03-10 04:54:19,5.0
156,dbaa2cfc-987a-11ed-8ba4-5254007123c1,Lion X Markting (COLORMAX),Bogahawaththa..Kiridiwela,0332268887,,,,0.0,0.0,1,2023-01-20 09:58:15,5.0,2023-02-16 06:22:32,5.0
157,da9afcd2-9aef-11ed-8ba4-5254007123c1,GI Traders,Viharapalamugama-Anuradhapura,0762738169/076290586,,,,0.0,0.0,1,2023-01-23 13:00:47,5.0,2023-05-24 07:56:11,5.0
158,9df75d13-9d4a-11ed-8750-5254007123c1,Mihini Enterprises (EMPRO PVC),Anuradapura,0771004413,,,,0.0,0.0,1,2023-01-26 12:55:32,5.0,2025-02-13 09:53:19,5.0
159,afc1204a-9df4-11ed-8750-5254007123c1,SUSE Electrical-POLYCROME,"No94,temple Road,Vavuniya",0770637037,,,,0.0,0.0,1,2023-01-27 09:12:56,5.0,2023-02-13 06:02:07,
160,44709fdf-a052-11ed-8750-5254007123c1,MRS Distributor,"No 123,Katugastota",0773757972,,[pop Rivert Gun RTN 1052],,0.0,131565.612,1,2023-01-30 09:27:51,5.0,2025-03-22 07:56:16,5.0
161,557f64be-a2e9-11ed-8750-5254007123c1,ODMI International (PVT)LTD,Kadawatha,0769951394,,,,0.0,15965.1,1,2023-02-02 16:34:16,5.0,2025-03-20 10:06:45,
162,72b70023-a374-11ed-8750-5254007123c1,Mr. Suranga (C&B Hardware),C&B Hardware,0778721374,,,,0.0,0.0,1,2023-02-03 09:10:05,5.0,2023-05-31 08:26:26,5.0
163,37d9c517-a776-11ed-8750-5254007123c1,Samudra Cement(GANGA Hardware),-,-,,,,0.0,455700.105,1,2023-02-08 11:32:50,5.0,2025-03-15 04:06:36,5.0
164,91bb4a5c-ad0e-11ed-b23b-5254007123c1,Super Look Marketing,"Koombiyangoda,Matale",0772370736,,,,0.0,0.0,1,2023-02-15 14:26:00,5.0,2023-05-31 07:32:40,
165,8160e6da-b19f-11ed-b23b-5254007123c1,New Nadeesha Enterprise,Gampola,0772999050,,0771596959,,0.0,0.0,0,2023-02-21 09:53:34,5.0,2023-08-02 21:02:12,5.0
166,35a40897-b424-11ed-b23b-5254007123c1,Jayamewan Construction & Supplier,Anuradapura,0762586396,,,,0.0,0.0,1,2023-02-24 14:48:33,5.0,2023-02-24 09:19:30,
167,da6208a9-b504-11ed-b23b-5254007123c1,Rathna Hardware,-,-,,,,0.0,0.0,1,2023-02-25 17:36:36,5.0,2023-02-25 12:39:32,
168,fe1e2f1a-b5a4-11ed-b23b-5254007123c1,Upali Budget Brushes,Colombo,0777649071,,,,0.0,0.0,1,2023-02-26 12:42:56,5.0,2023-02-26 07:15:46,
169,2a666bc9-b682-11ed-b23b-5254007123c1,Sanka Sri Brush Industries,gampaha,0761740766,,,,0.0,0.0,1,2023-02-27 15:06:09,5.0,2023-06-08 10:36:59,
170,e1fed1eb-c232-11ed-b23b-5254007123c1,Chanu Furniture,Rideegama,0725328637,,,,0.0,0.0,1,2023-03-14 12:08:51,5.0,2023-03-14 06:39:23,
171,9ecd701c-cba8-11ed-b23b-5254007123c1,SR Marketing & Hardware,Anuradapura,0779126134,,,,0.0,30310.0,1,2023-03-26 13:04:19,5.0,2025-03-21 07:54:35,
172,39f2ea9b-cc75-11ed-b23b-5254007123c1,R.I.T (PVT) LTD,Colombo 9,0777886966,,,,0.0,6075.0,1,2023-03-27 13:28:57,5.0,2025-02-14 08:44:51,5.0
173,901310fe-d1f4-11ed-b23b-5254007123c1,KAT Agencies (PVT) LTD,Keselwaththa,0114330445,,,,0.0,0.0,1,2023-04-03 13:23:03,5.0,2025-02-14 06:46:17,5.0
174,9b0f8d8a-d454-11ed-b23b-5254007123c1,FR Marketing (pvt) Ltd,Panadura,0382299866,,,,0.0,0.0,1,2023-04-06 13:55:36,5.0,2024-11-18 06:54:28,5.0
175,c62406be-d517-11ed-b23b-5254007123c1,JISCO Lanka Marketing,"Mirigama Road,Negombo",0755988898,,,,0.0,27417.78,1,2023-04-07 13:12:40,5.0,2025-01-25 12:38:59,
176,496ece21-e412-11ed-b23b-5254007123c1,Martin Electricals,Colombo 11,-,martinetc.lk@gmail.com,-,,0.0,50.190999999999,1,2023-04-26 14:41:11,5.0,2023-07-10 07:44:46,5.0
177,496f3308-e412-11ed-b23b-5254007123c1,Wickrama Holding,"Walpola Road,Aggona,Mulleriyawa",0768292537,,0773214482,,0.0,0.0,1,2023-04-26 14:41:11,5.0,2023-12-29 06:41:34,5.0
178,497068ff-e412-11ed-b23b-5254007123c1,Keshara Lime Industries(PVT)LTD,"Malpana,Kengalla,Kandy",0812375700,,0812376961,,0.0,60000.0,1,2023-04-26 14:41:11,5.0,2025-03-11 09:06:04,
179,4970a05b-e412-11ed-b23b-5254007123c1,Suki Multi Center(Sunanda Aiya),"Jaffna Road,Medawachchiya",0714084515/072850142,,-,,0.0,0.0,1,2023-04-26 14:41:11,5.0,2025-03-16 05:02:14,5.0
180,49bc151c-e412-11ed-b23b-5254007123c1,NBK Enterprises,"Adikaragoda,Kaluthara",0712023281,,Mr.Sumeda,,0.0,0.0,1,2023-04-26 14:41:11,5.0,2024-12-19 12:58:11,5.0
181,9ed71d9d-f3b8-11ed-af30-5254007123c1,Lakwa Agriculture Company (Pvt) Ltd,"No 77/3/1, Kiribathgoda RD, Mabima, Heiyanthuduwa",0112082044/011240102,lakwaagro3@gmail.com,,,0.0,0.0,1,2023-05-16 12:39:38,5.0,2024-12-11 13:01:09,
182,2a4c493a-fdf5-11ed-af30-5254007123c1,TD Distributors-return 2082/3714,"No,425,Gaham Mawatha,Anuradapura",0771336509,,,,0.0,0.0,1,2023-05-29 13:18:13,5.0,2024-07-25 11:08:45,5.0
183,8f86826f-04fe-11ee-af30-5254007123c1,Shinmax Agro (PVT) LTD,"Bandaragama,Kesbawa",0779717298,,,,0.0,0.0,1,2023-06-07 12:13:07,5.0,2023-09-27 05:29:46,
184,63eef5fd-05ce-11ee-af30-5254007123c1,Chath Lanka (PVT) LTD [MULTIBONE],Gampaha,2-761888,,,,0.0,175561.8924,1,2023-06-08 13:00:49,5.0,2025-03-22 12:27:39,5.0
185,ff9a3db9-0694-11ee-af30-5254007123c1,Merine Cement,-,-,,,,0.0,0.0,1,2023-06-09 12:42:30,5.0,2023-07-15 09:44:04,
186,b4f8e6fd-0a8a-11ee-af30-5254007123c1,NS Door,"Nayawala,Mawanella",0777527941,,,,0.0,0.0,1,2023-06-14 13:38:55,5.0,2025-01-03 06:40:19,
187,24785154-0c43-11ee-af30-5254007123c1,Sunrise Industrises,Padukka,0741080293,,,,0.0,0.0,1,2023-06-16 18:11:40,5.0,2024-07-16 09:14:32,
188,82e06329-0f2a-11ee-af30-5254007123c1,SBS Best Quality Product,Thambuththegama,0765344775,,,,0.0,0.0,1,2023-06-20 10:52:55,5.0,2025-01-06 06:38:27,
189,2abd1752-1257-11ee-9a6d-5254007123c1,A.M Marketing,Colombo,0756116853,,,,0.0,0.0,1,2023-06-24 11:50:08,5.0,2023-06-24 06:20:44,
190,7fc7aa57-1596-11ee-9a6d-5254007123c1,AML Holding,"No 1302,Palaiyoothu,Trincomalee",0767328244,,,,0.0,0.0,1,2023-06-28 15:01:02,5.0,2025-03-15 06:17:42,
191,09a9764c-163d-11ee-9a6d-5254007123c1,Lanva Cement-LS Constructions,"Kandy Road,Medawachchiya",-,,0743100772,,0.0,519000.0,1,2023-06-29 10:53:10,5.0,2025-03-19 09:28:50,5.0
192,4c59941d-1b04-11ee-9a6d-5254007123c1,Yohan Tiles,No-84 Kalupana-Pokunuwita,0342264300,,,,0.0,0.0,1,2023-07-05 12:49:36,5.0,2023-07-05 07:20:38,
193,b12cc064-1cb1-11ee-9a6d-5254007123c1,Sunco Electric Distributors (PVT) Ltd,Padukka,0719401311,,,,0.0,0.0,1,2023-07-07 16:03:20,5.0,2023-07-07 10:41:27,
194,ecfb566c-1f13-11ee-9a6d-5254007123c1,A-One Distributor,"Raigama,Bandaragama",0764148706,,,,0.0,0.0,1,2023-07-10 16:51:33,5.0,2023-07-10 11:27:40,
195,5dcfbc80-1fe6-11ee-9a6d-5254007123c1,Pihi/Kathi Supplier,-,0772942603,,,,0.0,0.0,1,2023-07-11 17:57:57,5.0,2023-11-22 09:18:35,
196,a96e0313-22c4-11ee-9a6d-5254007123c1,SND Distributor Batary aspray 2 Rtn,-,-,,,,0.0,3.6379788070917e-12,1,2023-07-15 09:34:14,5.0,2025-01-15 12:40:35,5.0
197,df016c6f-261e-11ee-9a6d-5254007123c1,Dissanayake Trading (PVT) LTD r.t.n tap (571),Katupotha,0778295143,,,,0.0,49641.0312,1,2023-07-19 15:57:32,5.0,2025-03-05 07:52:51,5.0
198,6ac10ba1-27ac-11ee-9a6d-5254007123c1,Fumax Marketing,"No.88,Kiringadeniya,Mawanella",0771232729,,,,0.0,0.0,1,2023-07-21 15:23:17,5.0,2025-02-08 07:27:33,5.0
199,495184a9-32a2-11ee-9a6d-5254007123c1,Orange PVC,Rambewa,-,,,,0.0,3.6379788070917e-12,1,2023-08-04 14:08:29,5.0,2024-08-14 08:41:05,5.0
200,3ef88bd8-38cf-11ee-9a6d-5254007123c1,Noise Engineering,"Kotikawaththa,Angoda",0772293432,,,,0.0,0.0,1,2023-08-12 10:45:26,5.0,2025-01-23 06:42:37,
201,7783924e-3a70-11ee-9a6d-5254007123c1,Gold City Polypack,Thambuththegama,0766699115,,,,0.0,0.0,1,2023-08-14 12:32:01,5.0,2024-07-21 09:43:45,
202,925edd0c-4248-11ee-9a6d-5254007123c1,Sethum Distributors,Anuradapura,0761406898,,,,0.0,0.0,1,2023-08-24 12:06:35,5.0,2024-11-01 07:48:36,
203,8957f97a-4644-11ee-9a6d-5254007123c1,Yapa H/W,Piliyandala,0773642051,,,,0.0,-3.25,1,2023-08-29 13:47:47,5.0,2024-09-28 06:44:24,
204,e5f86e06-4aeb-11ee-ac5a-5254007123c1,Central Industries Plc-Chola Engineering (Pvt)-Nationalpvc,"Nawala Road,Rajagiriya",-,,,,0.0,49460.0,1,2023-09-04 11:55:53,5.0,2025-02-25 05:44:09,5.0
205,026cd7ee-4ba5-11ee-ac5a-5254007123c1,Transglobal Investment Com (Pvt) Ltd,"Mulgampola,Kandy",0112674056,,,,0.0,0.0,1,2023-09-05 10:00:57,5.0,2024-08-28 07:22:35,
206,1ed58dd2-4e3c-11ee-ac5a-5254007123c1,W.Wireman Electric (ORANGE),Rambewa,-,,,,0.0,0.0,1,2023-09-08 17:07:41,5.0,2024-07-29 09:34:16,5.0
207,29f406cb-547f-11ee-ac5a-5254007123c1,Ultra Cement,-,-,,,,0.0,270000.0,1,2023-09-16 16:22:43,5.0,2025-03-22 09:10:18,5.0
208,e1e0f779-560c-11ee-ac5a-5254007123c1,Super White Lanka(pvt)Ltd,Diullewa,0710500705,,,,0.0,0.0,1,2023-09-18 15:49:42,5.0,2025-03-04 12:28:22,
209,197057b7-5f7e-11ee-ac5a-5254007123c1,Metro Lanka Hardware,Medawachchiya,-,,,,0.0,0.0,1,2023-09-30 16:12:49,5.0,2024-09-15 07:32:24,
210,2858a408-6013-11ee-ac5a-5254007123c1,Royal Timber Depot,Medawachchiya,0255622666,,,,0.0,0.0,1,2023-10-01 09:59:49,5.0,2024-12-13 10:35:59,
211,20b7c9e5-6356-11ee-ac5a-5254007123c1,Lanka Traders,Medawachchiya,0775112370,,,,0.0,0.0,1,2023-10-05 13:36:46,5.0,2024-10-12 13:06:59,
212,1f60b073-68d5-11ee-ac5a-5254007123c1,Ali Brothers PVT.Ltd,Colombo,0112330208,,,,0.0,90000.0,1,2023-10-12 13:28:25,5.0,2025-01-28 10:47:34,
213,847d7fa5-6b2f-11ee-ac5a-5254007123c1,DB VENTURES(PVT)LTD / DBL Elect Blower Rtn Dunna,116.-New Thangalle Road Kotuwegoda Mathara,0112323755,,,,0.0,428302.523,1,2023-10-15 13:20:32,5.0,2025-03-15 13:17:14,5.0
214,16585c4d-6da3-11ee-ac5a-5254007123c1,Rajapaksha Poly Pack,Ihala Embulgoda Galgamuwa,0765727441,,,,0.0,0.0,1,2023-10-18 16:12:51,5.0,2025-03-02 04:21:34,5.0
215,ec7e090d-762d-11ee-b2c7-5254007123c1,SLMT Marketing( retun 099),No 569/84 Bandaranayake Place Thihariya,0779700129,,,,0.0,0.0,1,2023-10-29 13:06:50,5.0,2024-01-25 08:02:29,5.0
216,657fd0a4-7c66-11ee-b2c7-5254007123c1,King Steel,"No 98, Galwala Junction, Saliyapura,Anuradhapura",0712791624/076850849,,,,0.0,0.0,1,2023-11-06 11:06:12,5.0,2024-07-10 05:11:31,
217,1c2e0bdd-85ea-11ee-b2c7-5254007123c1,Anuradha Agencies (Pvt) Ltd,"Office & Sale Center 181, Negombo Road, Peliyagoda","4622526, 2931145",,,,0.0,80000.0,1,2023-11-18 13:41:43,5.0,2025-03-19 08:33:59,
218,09f0d875-9425-11ee-b2c7-5254007123c1,Wasana Trading,No-116 Elapitiwela Road-Ragama,0777685364,,,,0.0,0.0,1,2023-12-06 16:18:49,5.0,2023-12-06 11:15:10,
219,3acb9a4c-9e67-11ee-b2c7-5254007123c1,Global Marketing,"Thekkawatta Road, Thennekumbura, Kandy",0775320906,,,,0.0,224415.0,1,2023-12-19 17:37:50,5.0,2025-03-15 09:04:56,
220,f9c6d5c9-aa23-11ee-b2c7-5254007123c1,Dash,"N.D.Gunathilaka 02, Anuradhapura",0342260785,,,,0.0,0.0,0,2024-01-03 16:06:38,5.0,2024-01-03 22:07:51,5.0
221,4c38623a-ae0f-11ee-b2c7-5254007123c1,SS Electricals,"No. 35, Kahapola RD, Madapatha, Piliyandala",0778721374,,,,0.0,0.0,1,2024-01-08 15:48:42,5.0,2024-01-29 11:11:01,
222,3642d278-b1fc-11ee-b2c7-5254007123c1,H.Z.Z Marketing,a,0766868644,,,,0.0,0.0,1,2024-01-13 15:42:09,5.0,2025-01-31 07:01:02,
223,f0a98196-b786-11ee-b2c7-5254007123c1,Agra Distributor(Kansai)-(3720-Water pump),Anuradhapura,0740458825,,,,0.0,57391.536,1,2024-01-20 16:57:48,5.0,2025-01-16 10:28:15,
224,67cb3d62-c266-11ee-b2c7-5254007123c1,BOC Tool lanka,"no; 130, vivekananda hill, colombo -13",0773333119/011232735,,0777296239,,0.0,87527.3298,1,2024-02-03 13:02:37,5.0,2025-01-30 10:38:15,
225,90ac6713-c747-11ee-b2c7-5254007123c1,Orient hardware,Anuradhapura,0252235252/025205527,,,,0.0,0.0,1,2024-02-09 18:04:27,5.0,2025-03-20 08:17:00,
226,90acea5c-c747-11ee-b2c7-5254007123c1,Orient hardware,Anuradhapura,0252235252/025205527,,,,0.0,0.0,0,2024-02-09 18:04:27,5.0,2024-02-10 00:04:53,5.0
227,86edb01e-d45b-11ee-b2c7-5254007123c1,Shenu Distributors,Putththalam Road Mahabulankulama apura,0701101117,,,,0.0,75500.0,1,2024-02-26 09:30:06,5.0,2025-03-21 09:20:19,
228,df10ae25-d631-11ee-b2c7-5254007123c1,Polydime International (PVT),122..Stratford Avanue..Colombo-06,0764731458,,,,0.0,0.0,1,2024-02-28 17:36:57,5.0,2024-02-28 12:13:36,
229,84db74a7-db9d-11ee-b2c7-5254007123c1,K.H.M Enterprises,Main street Matale,0662230560,,,,0.0,115750.0,1,2024-03-06 15:10:08,5.0,2025-03-06 12:10:27,5.0
230,b2d5b519-e1dd-11ee-be33-e67b749ae16a,C.W.Mackie PLC,D.RWijewardana Mawatha.Colombo 10,0112423554,,,,0.0,60000.64,1,2024-03-14 14:04:39,5.0,2024-10-16 11:57:50,
231,94fc90ad-e2bb-11ee-be33-e67b749ae16a,JS Electrical & Hardware,"no: 29/1 , kekunagahakubura. nahinewela,Kandy.",0776743593/ 07605148,,,,0.0,0.0,1,2024-03-15 16:32:58,5.0,2024-10-03 11:45:48,
232,b163c125-f02b-11ee-be33-e67b749ae16a,New NS Enterprises,No 115/1..Kandy Road..Weligala,0761410116,,,,0.0,209150.0,1,2024-04-01 18:58:14,5.0,2025-03-17 07:13:33,
233,4aa855b8-f0ba-11ee-be33-e67b749ae16a,MA Enterprises,No 130/Viwekananda Hill/Colombo 13,0714388536,,,,0.0,56997.0000008,1,2024-04-02 11:59:00,5.0,2025-03-17 08:39:16,
234,0444658a-f0c4-11ee-be33-e67b749ae16a,SR Cables,Sangamiththa mw Colombo,0112341584,,,,0.0,40462.0,1,2024-04-02 13:08:37,5.0,2025-03-22 12:00:16,
235,b2a2d95c-06df-11ef-be33-e67b749ae16a,Sanstha PVC,000,00,,,,0.0,0.0,1,2024-04-30 16:22:11,5.0,2025-01-10 11:08:28,
236,5d1d425c-0abb-11ef-be33-e67b749ae16a,Royal Marketing,"No.616, New Town, Nachchaduwa, Anuradhapura",0763141012,,,,0.0,14375.0,1,2024-05-05 14:12:10,5.0,2024-12-27 10:19:45,
237,1ed79f5f-312a-11ef-b06f-e67b749ae16a,S&B distributors,"111, mount paradies ,gurudeniya",0776159885,,,,0.0,0.0,1,2024-06-23 12:00:44,5.0,2025-03-14 09:33:14,
238,be511b5d-3875-11ef-b06f-e67b749ae16a,TOTO Lanka,No 47 Maga Road Thisawewa Apura,0717007767,,,,0.0,0.0,1,2024-07-02 18:49:42,5.0,2024-07-23 08:42:48,
239,c3f5a7eb-3e8d-11ef-b06f-e67b749ae16a,Meshmart Pvt Ltd,Rathkarawwa Maspotha Kurunegala,0372239644,,,,0.0,0.39900000000489,1,2024-07-10 12:56:47,5.0,2025-03-18 05:01:03,
240,2dc6ddc7-44ff-11ef-b06f-e67b749ae16a,Goal Lanka Marketing,Moragahapitiya Estate Balagolla Kandy,0812375383,,,,0.0,0.0,1,2024-07-18 17:43:44,5.0,2025-01-28 06:33:34,
241,d1269c62-4506-11ef-b06f-e67b749ae16a,Max Trading,Muslim Colany Parasangaswewa Apura,0763558096,,,,0.0,0.0,1,2024-07-18 18:38:25,5.0,2024-10-24 09:54:10,
242,fa700e18-4736-11ef-b06f-e67b749ae16a,RAVI clean green,"252/A  kuruduwaththa road ekala, ja -ela",0112226711,,,,0.0,0.0,1,2024-07-21 13:28:12,5.0,2024-09-02 08:04:49,
243,5a5fcbf0-4808-11ef-b06f-e67b749ae16a,Tokiyo Vauniya,"Omanthe
Vuniya",077264514,,Gamini,,0.0,0.0,1,2024-07-22 14:26:58,5.0,2024-09-14 07:52:43,
244,12e61057-48a9-11ef-b06f-e67b749ae16a,Mahajana HW,Anuradhapura,0252223901,,,,0.0,0.0,1,2024-07-23 09:37:27,5.0,2024-10-18 12:05:26,
245,8599f702-5966-11ef-b06f-e67b749ae16a,Bestech Machinnes & Tools (PVT)LTD,Sri Sangaraja Mawatha Colombo,0112437392,,SUMITH,,0.0,80500.0,1,2024-08-13 16:53:53,5.0,2025-02-06 10:08:47,5.0
246,933079b1-5a3f-11ef-b06f-e67b749ae16a,Raino Sand Peper Suplyr,Puliyankulama,0766537514,,,,0.0,0.0,1,2024-08-14 18:47:37,5.0,2024-10-02 13:08:40,
247,be649aea-6857-11ef-b06f-e67b749ae16a,Wurth Lanka Pvt Ltd,Higlewel Road Makubura,0112894955,,,,0.0,57447.77,1,2024-09-01 17:15:53,5.0,2025-03-01 07:05:54,
