product_id,product_ref,currency_id,name,description,sku,isbn,mpn,category_id,price,cost,code,keywords,barcode,quantity,minimum_quantity,re_order_level,current_stock,rack_no,subtract_stock,image_id,status,created_at,created_user_id,updated_at,updated_user_id
1788,d4e098ea-2e38-11ec-bfb2-002590fd1374,1, Emulsion Sunflower 1L-NP,,1621*,,,185.0,2730.0,1911.0,1,,,2,1,3,0,S-7,1,,1,2021-10-16 09:53:08,5,2023-04-13 04:18:48,5.0
1789,e9dbb1f9-2e38-11ec-bfb2-002590fd1374,1, Emulsion Sunflower 4L-NP,,1622*,,,185.0,5270.0,3202.84,1,,,0,1,3,0,S-22,1,,1,2021-10-16 09:53:43,5,2025-02-14 06:32:24,5.0
1790,0486bd4d-2e39-11ec-bfb2-002590fd1374,1, Emulsion Sunny Side Lane 1L-NP,,1623*,,,185.0,2730.0,1774.5,1,,,2,1,3,0,S-7,1,,1,2021-10-16 09:54:28,5,2024-12-16 09:17:41,5.0
1791,7e518bd1-2e39-11ec-bfb2-002590fd1374,1,Emulsion Sunny Side Lane 4L-NP,,1624*,,,185.0,9890.0,6428.5,1,,,3,1,3,0,S-22,1,,1,2021-10-16 09:57:52,5,2024-07-27 09:16:50,5.0
1792,df8bc18b-2e39-11ec-bfb2-002590fd1374,1, Emulsion Sunset 1L-NP,,1625*,,,185.0,2980.0,1788.0,1,,,1,1,3,0,S-7,1,,1,2021-10-16 10:00:35,5,2025-03-18 06:13:50,5.0
1793,f6f75f83-2e39-11ec-bfb2-002590fd1374,1, Emulsion Sunset 4L-NP,,1626*,,,185.0,10480.0,6812.0,1,,,1,1,3,0,S-23,1,,1,2021-10-16 10:01:15,5,2024-11-13 10:07:37,5.0
1794,2bb2f4a8-2e3a-11ec-bfb2-002590fd1374,1, Emulsion Sweet Cream 1L-NP,,1627,,,185.0,1470.0,955.5,1,,,1,1,3,0,S-7,1,,1,2021-10-16 10:02:43,5,2025-02-08 07:50:53,5.0
1795,4a9ef309-2e3a-11ec-bfb2-002590fd1374,1,Emulsion Sweet Cream 4L-NP,,1628,,,185.0,5270.0,3425.5,1,,,0,1,3,0,S-22,1,,1,2021-10-16 10:03:35,5,2024-03-23 08:15:39,5.0
1796,67c5c293-2e3a-11ec-bfb2-002590fd1374,1,Condencer,,1845,,,213.0,775.0,450.0,1,,,4,1,3,0,All,1,,1,2021-10-16 10:04:24,5,2024-10-21 12:40:39,5.0
1797,2c5987a6-2e3b-11ec-bfb2-002590fd1374,1,Enamel Antique Brown 500ml-NP,,1629*,,,186.0,1930.0,1061.5,1,,,5,1,6,0,S-11,1,,1,2021-10-16 10:09:54,5,2024-12-13 06:07:55,5.0
1798,458b6e7e-2e3b-11ec-bfb2-002590fd1374,1, Enamel Black 1L-NP,,1630*,,,186.0,4090.0,2658.5,1,,,2,1,6,0,S-11,1,,1,2021-10-16 10:10:36,5,2025-01-24 10:59:08,5.0
1799,a3a4da9b-2e3b-11ec-bfb2-002590fd1374,1, Enamel Black 200ml -NP,,1631,,,186.0,445.0,289.25,1,,,0,1,3,0,E-12,1,,1,2021-10-16 10:13:14,5,2022-05-03 11:59:53,5.0
1800,bcc1c539-2e3b-11ec-bfb2-002590fd1374,1,Enamel Black 500ml -NP,,1632*,,,186.0,2240.0,1568.0,1,,,1,1,6,0,D-16,1,,1,2021-10-16 10:13:56,5,2024-07-26 13:09:08,5.0
1801,55771ad8-2e3c-11ec-bfb2-002590fd1374,1,Enamel Antique Brown 200ml,,1803*,,,261.0,920.0,460.0,1,,,4,1,3,0,A-1,1,,1,2021-10-16 10:18:12,5,2024-12-27 06:18:04,5.0
1802,6ee96859-2e3c-11ec-bfb2-002590fd1374,1, Enamel Antique Brown 1L-NP,,1672,,,186.0,3500.0,1925.0,1,,,1,1,6,0,S-11,1,,1,2021-10-16 10:18:55,5,2025-02-13 11:48:40,5.0
1803,c61f65ac-2e3c-11ec-bfb2-002590fd1374,1,Enamel Bright Green 1L -NP,,1633*,,,186.0,3680.0,2208.0,1,,,7,1,6,0,S-10,1,,1,2021-10-16 10:21:21,5,2025-03-21 08:03:49,5.0
1804,dcf74297-2e3c-11ec-bfb2-002590fd1374,1,Enamel Bright Green 500ml -NP,,1635*,,,186.0,2030.0,1421.0,1,,,0,1,6,0,S-10,1,,1,2021-10-16 10:21:59,5,2025-02-14 07:05:17,5.0
1805,43e06664-2e3d-11ec-bfb2-002590fd1374,1,Enamel Brilliant White 1L -NP,,1636*,,,186.0,3740.0,1898.76,1,,,14,1,6,0,S-11,1,,1,2021-10-16 10:24:52,5,2025-03-14 12:55:59,5.0
1806,a42727e6-2e3d-11ec-bfb2-002590fd1374,1,Enamel  Brilliant White 200ml -NP,,1637*,,,186.0,1070.0,642.0,1,,,0,1,3,0,A-1,1,,1,2021-10-16 10:27:34,5,2024-11-02 03:33:56,5.0
1807,c7c57cfc-2e3d-11ec-bfb2-002590fd1374,1,Enamel Brilliant White 500ml -NP,,1638*,,,186.0,1980.0,1089.0,1,,,12,1,6,0,S-11,1,,1,2021-10-16 10:28:33,5,2025-03-19 03:41:49,5.0
1808,0833f892-2e3e-11ec-bfb2-002590fd1374,1,Enamel Carnation Red 1L -NP,,1639*,,,186.0,3680.0,2139.5,1,,,7,1,6,0,D-24,1,,1,2021-10-16 10:30:22,5,2025-02-06 11:22:51,5.0
1809,2f82fa2a-2e3e-11ec-bfb2-002590fd1374,1, Enamel Carnation Red 200ml -NP,,1640,,,186.0,445.0,289.25,1,,,0,1,3,0,E-09,1,,1,2021-10-16 10:31:28,5,2022-04-07 09:05:17,5.0
1810,46d25bd6-2e3e-11ec-bfb2-002590fd1374,1,Enamel Carnation Red 500ml -NP,,1641*,,,186.0,2030.0,1171.5,1,,,0,1,6,0,S-9,1,,1,2021-10-16 10:32:07,5,2025-01-11 13:01:03,5.0
1811,6445a654-2e3e-11ec-bfb2-002590fd1374,1,Enamel Earth Fried Red 500ml -NP,,1848*,,,186.0,1930.0,1218.0,1,,,6,1,6,0,S-8,1,,1,2021-10-16 10:32:56,5,2025-01-10 11:55:25,5.0
1812,cce4b5d0-2e3e-11ec-bfb2-002590fd1374,1,Enamel Emerald Green 1L -NP,,1849*,,,186.0,3680.0,2208.0,1,,,2,1,6,0,S-9,1,,1,2021-10-16 10:35:52,5,2025-01-31 06:45:37,5.0
1813,f3cd2c2d-2e3e-11ec-bfb2-002590fd1374,1,Enamel Emerald Green 200ml -NP,,1643,,,186.0,445.0,295.75,1,,,0,1,3,0,A-1,1,,1,2021-10-16 10:36:57,5,2023-04-24 11:43:08,5.0
1814,19a124a1-2e3f-11ec-bfb2-002590fd1374,1,Enamel Emerald Green 500ml -NP,,1645*,,,186.0,2030.0,1319.5,1,,,2,1,6,0,S-9,1,,1,2021-10-16 10:38:00,5,2025-02-07 09:15:41,5.0
1815,37146a33-2e3f-11ec-bfb2-002590fd1374,1,Enamel Golden Brown 1L -NP,,1646*,,,186.0,3680.0,3154.0,1,,,6,1,3,0,D-25,1,,1,2021-10-16 10:38:50,5,2025-03-22 10:08:25,5.0
1816,58cd4a06-2e3f-11ec-bfb2-002590fd1374,1,Enamel Golden Brown 200ml -NP,,1647,,,186.0,445.0,295.75,1,,,2,1,3,0,E-09,1,,1,2021-10-16 10:39:46,5,2022-05-05 11:22:44,5.0
1817,748f1ed6-2e3f-11ec-bfb2-002590fd1374,1,Enamel Golden Brown 500ml-NP,,1648*,,,186.0,2030.0,1218.0,1,,,8,1,6,0,S-10,1,,1,2021-10-16 10:40:33,5,2025-03-23 07:07:28,5.0
1818,9872e133-2e3f-11ec-bfb2-002590fd1374,1,Enamel Golden Yellow 200ML ,,1649*,,,288.0,940.0,618.26,1,,,2,1,3,0,E-06,1,,1,2021-10-16 10:41:33,5,2024-10-01 09:26:10,5.0
1819,afdee2a8-2e3f-11ec-bfb2-002590fd1374,1, Enamel Golden Yellow 1L -NP,,1650,,,186.0,1720.0,1118.0,1,,,2,1,6,0,S-9,1,,1,2021-10-16 10:42:12,5,2024-04-25 10:06:13,5.0
1820,db2f25a5-2e3f-11ec-bfb2-002590fd1374,1,Enamel Golden Yellow 500ML -NP,,1651*,,,186.0,2240.0,1568.0,1,,,0,1,6,0,S-9,1,,1,2021-10-16 10:43:25,5,2024-05-26 03:57:27,5.0
1821,e63b7573-2e3f-11ec-bfb2-002590fd1374,1,Pensil Holder,,3582*,,,231.0,230.0,135.8,1,,,1,1,2,0,All,1,,1,2021-10-16 10:43:44,4,2024-04-10 08:20:05,5.0
1822,f233f73b-2e3f-11ec-bfb2-002590fd1374,1,Enamel Gulf Red 1L -NP,,1652*,,,186.0,2520.0,1533.7,1,,,8,1,6,0,S-10,1,,1,2021-10-16 10:44:04,5,2025-03-20 10:55:38,5.0
1823,7b754e83-2e40-11ec-bfb2-002590fd1374,1,Enamel Gulf Red 200ml ,,1653*,,,288.0,940.0,442.92,1,,,23,1,3,0,A-1,1,,1,2021-10-16 10:47:54,5,2024-11-18 04:23:31,5.0
1824,f64910f5-2e40-11ec-bfb2-002590fd1374,1,Enamel Gulf Red 500ml -NP,,1654*,,,186.0,1510.0,919.0,1,,,3,1,6,0,S-10,1,,1,2021-10-16 10:51:20,5,2025-03-22 13:02:36,5.0
1825,71e675a1-2e41-11ec-bfb2-002590fd1374,1,Enamel Jasmine Yellow 1L -NP,,1655*,,,186.0,3680.0,2208.0,1,,,4,1,6,0,S-8,1,,1,2021-10-16 10:54:47,5,2025-02-03 03:54:25,5.0
1826,8aab76fc-2e41-11ec-bfb2-002590fd1374,1,Enamel Jasmine Yellow 500ml -NP,,1656*,,,186.0,2030.0,1218.0,1,,,2,1,6,0,S-8,1,,1,2021-10-16 10:55:29,5,2025-02-19 12:01:48,5.0
1827,b81cfa71-2e41-11ec-bfb2-002590fd1374,1,Enamel Kandy Green 500ml -NP,,1657*,,,186.0,2030.0,1319.0,1,,,2,1,6,0,S-8,1,,1,2021-10-16 10:56:45,5,2025-03-14 09:04:27,5.0
1828,ef1a0c04-2e41-11ec-bfb2-002590fd1374,1,Enamel Lavander Gray 1L -NP,,1658*,,,186.0,3500.0,2100.0,1,,,0,1,6,0,S-8,1,,1,2021-10-16 10:58:17,5,2025-03-10 11:01:29,5.0
1829,0789404d-2e42-11ec-bfb2-002590fd1374,1,Enamel Lavander Gray 200ml -NP,,1659,,,186.0,445.0,295.75,1,,,0,1,3,0,A-1,1,,1,2021-10-16 10:58:58,5,2023-02-16 16:58:10,5.0
1830,1fd14e16-2e42-11ec-bfb2-002590fd1374,1,Enamel Lavender Grey 500ml -NP,,1660*,,,186.0,1930.0,1218.0,1,,,2,1,6,0,S-8,1,,1,2021-10-16 10:59:39,5,2025-03-17 11:50:27,5.0
1831,3de1b77d-2e42-11ec-bfb2-002590fd1374,1,Enamel Marine Blue 1L -NP,,1661*,,,186.0,3500.0,1925.0,1,,,6,1,6,0,S-9,1,,1,2021-10-16 11:00:30,5,2025-03-21 05:47:37,5.0
1832,6e738c48-2e42-11ec-bfb2-002590fd1374,1,Enamel Marine Blue 200mL ,,1662*,,,288.0,940.0,618.26,1,,,0,1,3,0,E-09,1,,1,2021-10-16 11:01:51,5,2024-04-27 08:08:13,5.0
1833,94b93907-2e42-11ec-bfb2-002590fd1374,1,Enamel Pacific Coast 1L -NP,,1664*,,,186.0,3500.0,1925.0,1,,,6,1,6,0,D-23,1,,1,2021-10-16 11:02:55,5,2025-01-10 12:02:35,5.0
1834,b3d5b969-2e42-11ec-bfb2-002590fd1374,1,Enamel Pacific Coast 200ML -NP,,1665,,,186.0,445.0,295.75,1,,,0,1,3,0,E-06,1,,1,2021-10-16 11:03:48,5,2023-02-16 18:15:30,5.0
1835,d24a420b-2e42-11ec-bfb2-002590fd1374,1,Enamel Pacific Coast 500ML -NP,,1666*,,,186.0,2030.0,1218.0,1,,,2,1,6,0,S-8,1,,1,2021-10-16 11:04:39,5,2025-03-22 05:45:48,5.0
1836,f0c3139e-2e42-11ec-bfb2-002590fd1374,1,Enamel Passion Pink 1L -NP,,1667*,,,186.0,3680.0,2208.0,1,,,1,1,6,0,S-9,1,,1,2021-10-16 11:05:30,5,2025-01-25 04:57:51,5.0
1837,07d097df-2e43-11ec-bfb2-002590fd1374,1,Enamel Passion Pink 200ML -NP,,1668,,,186.0,445.0,295.75,1,,,0,1,3,0,A-1,1,,1,2021-10-16 11:06:08,5,2024-01-06 05:08:49,5.0
1838,211a8bec-2e43-11ec-bfb2-002590fd1374,1,Enamel Passion Pink 500ML -NP,,1669*,,,186.0,2030.0,1218.0,1,,,2,1,6,0,S-9,1,,1,2021-10-16 11:06:51,5,2025-02-22 11:51:13,5.0
1839,4f75b95f-2e43-11ec-bfb2-002590fd1374,1,Enamel Slate Grey 1L -NP,,1670,,,186.0,1560.0,1014.0,1,,,0,1,6,0,S-9,1,,1,2021-10-16 11:08:09,5,2023-10-24 12:02:36,5.0
1840,68ebcf4d-2e43-11ec-bfb2-002590fd1374,1,Enamel Slate Grey 200ML -NP,,1671,,,186.0,445.0,289.25,1,,,0,1,3,0,E-09,1,,1,2021-10-16 11:08:51,5,2023-08-05 06:16:36,5.0
1841,804a495e-2e43-11ec-bfb2-002590fd1374,1,Enamel Slate Grey 500ML -NP,,1673,,,186.0,860.0,479.14,1,,,0,1,6,0,S-9,1,,1,2021-10-16 11:09:31,5,2023-11-23 04:53:19,5.0
1842,b855e58d-2e43-11ec-bfb2-002590fd1374,1,Enamel Steel Grey 1L -NP,,1674*,,,186.0,3680.0,2208.0,1,,,4,1,6,0,S-10,1,,1,2021-10-16 11:11:05,5,2025-01-14 04:33:00,5.0
1843,d40e497b-2e43-11ec-bfb2-002590fd1374,1,Enamel Steel Gray 200ML -NP,,1675*,,,186.0,1025.0,717.5,1,,,0,1,3,0,A-1,1,,1,2021-10-16 11:11:51,5,2024-02-09 06:50:07,5.0
1844,23e21969-2e44-11ec-bfb2-002590fd1374,1, Enamel Steel Gray 500ml -NP,,1677,,,186.0,2030.0,1218.0,1,,,-1,1,6,0,S-10,1,,1,2021-10-16 11:14:05,5,2025-01-30 06:02:45,5.0
1845,3fd11bae-2e44-11ec-bfb2-002590fd1374,1,Enamel Sunrise 1L -NP,,1678*,,,186.0,3500.0,2208.0,1,,,1,1,6,0,S-8,1,,1,2021-10-16 11:14:52,5,2025-03-23 02:54:37,5.0
1846,66be1ab0-2e44-11ec-bfb2-002590fd1374,1,Enamel Teak Brown 1L-NP,,1679*,,,186.0,3680.0,2208.0,1,,,5,1,6,0,S-10,1,,1,2021-10-16 11:15:57,5,2024-11-28 05:52:05,5.0
1847,82168bba-2e44-11ec-bfb2-002590fd1374,1, Enamel Teak Brown 200ml-NP,,1680,,,186.0,445.0,289.25,1,,,0,1,3,0,E-12,1,,1,2021-10-16 11:16:43,5,2022-04-09 03:36:12,5.0
1848,9961e513-2e44-11ec-bfb2-002590fd1374,1,Enamel Teak Brown 500ml -NP,,1681*,,,186.0,2030.0,1218.0,1,,,0,1,6,0,D-25,1,,1,2021-10-16 11:17:22,5,2024-11-12 09:43:48,5.0
1849,be3d8ce7-2e44-11ec-bfb2-002590fd1374,1,Enamel Tempest 1L -NP,,1682,,,186.0,3680.0,2208.0,1,,,2,1,6,0,S-9,1,,1,2021-10-16 11:18:24,5,2025-01-24 12:38:01,5.0
1850,de095893-2e44-11ec-bfb2-002590fd1374,1,Enamel Tempest 200ML ,,1683*,,,288.0,410.0,262.0,1,,,0,1,3,0,A-1,1,,1,2021-10-16 11:19:17,5,2024-04-11 08:12:09,5.0
1851,f33bdff9-2e44-11ec-bfb2-002590fd1374,1,Enamel Tempest 500ML -NP,,1684,,,186.0,2030.0,1218.0,1,,,4,1,3,0,S-9,1,,1,2021-10-16 11:19:53,5,2025-02-02 06:10:51,5.0
1852,8ca850f3-2e4c-11ec-bfb2-002590fd1374,1,Hydraulic Floor Jack 5/6 Ton ,,903,,,42.0,3950.0,2780.0,1,,,0,1,2,0,N-4,1,,1,2021-10-16 12:14:17,4,2022-10-01 04:43:00,5.0
1853,1849b0fa-2e4f-11ec-bfb2-002590fd1374,1,Epoxy Floor Paint Black 1L -NP,,1685,,,187.0,2370.0,1540.5,1,,,3,1,3,0,A-1,1,,1,2021-10-16 12:32:29,5,2022-06-09 17:07:46,5.0
1854,51b0a21f-2e4f-11ec-bfb2-002590fd1374,1,Epoxy Floor Paint Green 1L -NP,,1686,,,187.0,2370.0,1540.5,1,,,3,1,3,0,A-1,1,,1,2021-10-16 12:34:06,5,2022-06-09 17:00:25,5.0
1855,749bdddc-2e4f-11ec-bfb2-002590fd1374,1,Epoxy Floor Paint Red 1L -NP,,1687,,,187.0,3650.0,2555.0,1,,,8,1,3,0,A-1,1,,1,2021-10-16 12:35:04,5,2022-12-02 05:03:47,5.0
1856,f08480aa-2e4f-11ec-bfb2-002590fd1374,1,Floor Paint Black 1L -NP,,1688*,,,187.0,3230.0,2261.0,1,,,24,1,12,0,S-14,1,,1,2021-10-16 12:38:32,5,2025-02-20 11:50:32,5.0
1857,1217458e-2e50-11ec-bfb2-002590fd1374,1,Harris Ultimate Brush-1,,1689*,,,285.0,410.0,281.88,1,,,12,1,3,0,A-1,1,,1,2021-10-16 12:39:29,5,2025-03-22 08:57:08,5.0
1858,35fd38a1-2e50-11ec-bfb2-002590fd1374,1,Floor Paint Black 500ml -NP,,1690*,,,187.0,1750.0,1130.76,1,,,1,1,6,0,S-14,1,,1,2021-10-16 12:40:29,5,2024-08-20 09:49:40,5.0
1859,635b368d-2e50-11ec-bfb2-002590fd1374,1,Floor Paint Green 1L -NP,,1691,,,187.0,3540.0,2483.0,1,,,0,1,3,0,S-14,1,,1,2021-10-16 12:41:45,5,2024-08-05 09:37:44,5.0
1860,549cf26d-2e51-11ec-bfb2-002590fd1374,1,Floor Paint Green 500ml -NP,,1692,,,187.0,1910.0,1339.0,1,,,5,1,3,0,S-14,1,,1,2021-10-16 12:48:30,5,2025-03-21 08:02:33,5.0
1861,726c6e80-2e51-11ec-bfb2-002590fd1374,1,Floor Paint Red 1L -NP,,1693*,,,187.0,3230.0,1788.92,1,,,2,1,12,0,D-19,1,,1,2021-10-16 12:49:20,5,2025-01-20 10:34:31,5.0
1862,bd9bb967-2e51-11ec-bfb2-002590fd1374,1,Floor Paint Red 200ml -NP,,1694,,,187.0,435.0,242.36,1,,,0,1,3,0,A-1,1,,1,2021-10-16 12:51:26,5,2022-07-15 04:06:12,5.0
1863,d2011ffd-2e55-11ec-bfb2-002590fd1374,1,Floor Paint Red 500ml -NP,,1695*,,,187.0,1750.0,969.23,1,,,6,1,12,0,S-14,1,,1,2021-10-16 13:20:38,5,2025-03-21 06:49:59,5.0
1864,57692dda-2e57-11ec-bfb2-002590fd1374,1, NC-Wood Lacquer Gloss 1L -NP,,1696*,,,188.0,3750.0,2062.5,1,,,15,1,3,0,D-18,1,,1,2021-10-16 13:31:32,5,2025-03-15 03:25:00,5.0
1865,7892180a-2e57-11ec-bfb2-002590fd1374,1,NC-Wood Lacquer Gloss 500ml -NP,,1697*,,,188.0,2020.0,1111.0,1,,,12,1,3,0,S-13,1,,1,2021-10-16 13:32:27,5,2025-03-23 08:43:34,5.0
1866,df5dde5a-2e57-11ec-bfb2-002590fd1374,1,NC-Wood Lacquer Matt 500ml -NP,,1698*,,,188.0,2460.0,1353.0,1,,,1,1,3,0,S-13,1,,1,2021-10-16 13:35:20,5,2025-02-27 02:39:43,5.0
1867,2984db21-2e58-11ec-bfb2-002590fd1374,1,Nippo Coat  (18kg) - NP,,2012*,,,189.0,6100.0,3965.0,1,,,3,1,3,0,I-11,1,,1,2021-10-16 13:37:24,5,2024-11-08 10:44:18,5.0
1868,6ecda542-2e58-11ec-bfb2-002590fd1374,1,Breeze Brilliant White 1L -NP,,1700*,,,190.0,2090.0,964.62,1,,,0,1,12,0,All,1,,1,2021-10-16 13:39:20,5,2024-12-30 06:08:01,5.0
1869,97fe7292-2e58-11ec-bfb2-002590fd1374,1,Breeze Brilliant White 4L -NP,,1701*,,,190.0,7610.0,3170.83,1,,,0,1,12,0,All,1,,1,2021-10-16 13:40:29,5,2024-12-28 05:43:55,5.0
1870,da60ceed-2e5f-11ec-bfb2-002590fd1374,1,Nippon Pylox Spray Black-48,,1702*,,,191.0,1580.0,1027.0,1,,,2,1,3,0,I-5,1,,1,2021-10-16 14:32:27,5,2023-09-05 12:21:55,5.0
1871,1ecff2f5-2e60-11ec-bfb2-002590fd1374,1,Nippon Pylox Spray Fluorescent Green -605,,1676*,,,191.0,2075.0,1348.75,1,,,2,1,3,0,I-5,1,,1,2021-10-16 14:34:22,5,2024-07-04 04:58:04,5.0
1872,3f30a4bd-2e60-11ec-bfb2-002590fd1374,1,Nippon Pylox Spray Fluorescent Orange-601,,1703*,,,191.0,2075.0,1348.75,1,,,5,1,3,0,D-20,1,,1,2021-10-16 14:35:16,5,2025-02-18 12:08:50,5.0
1873,7b9d85d1-2e60-11ec-bfb2-002590fd1374,1,Nippon Pylox Spray Fluorescent Red-,,1704,,,191.0,1090.0,708.5,1,,,3,1,3,0,I-5,1,,1,2021-10-16 14:36:58,5,2024-03-20 07:18:41,5.0
1874,9c5f6b9e-2e60-11ec-bfb2-002590fd1374,1,Nippon Pylox Spray Fluorescent Yellow-600,,1705*,,,191.0,2075.0,1348.75,1,,,1,1,3,0,I-5,1,,1,2021-10-16 14:37:52,5,2023-07-29 11:38:17,5.0
1875,ba345a17-2e60-11ec-bfb2-002590fd1374,1,Nippon Pylox Spray Light Green-33,,1706,,,191.0,930.0,604.5,1,,,1,1,3,0,I-6,1,,1,2021-10-16 14:38:43,5,2024-01-05 12:18:41,5.0
1876,d563925e-2e60-11ec-bfb2-002590fd1374,1,Nippon Pylox Spray Matt Black-47,,1707*,,,191.0,1580.0,1027.0,1,,,1,1,3,0,D-20,1,,1,2021-10-16 14:39:28,5,2024-12-28 09:11:23,5.0
1877,34050dd3-2e61-11ec-bfb2-002590fd1374,1,Nippon Pylox Spray Medium Yellow-7,,1851,,,191.0,930.0,604.5,1,,,3,1,3,0,I-5,1,,1,2021-10-16 14:42:07,5,2023-11-19 03:29:35,5.0
1878,4dc73fb4-2e61-11ec-bfb2-002590fd1374,1,Nippon Pylox Spray Medium Yellow (SC)-7,,1708,,,191.0,1580.0,1027.0,1,,,6,1,3,0,I-5,1,,1,2021-10-16 14:42:50,5,2024-05-30 07:49:17,5.0
1879,6e55e026-2e61-11ec-bfb2-002590fd1374,1,Nippon Pylox Spray Sky Blue-22,,1709,,,191.0,930.0,604.5,1,,,1,1,3,0,I-5,1,,1,2021-10-16 14:43:45,5,2024-04-12 08:28:34,5.0
1880,8cb56da0-2e61-11ec-bfb2-002590fd1374,1,Pylox Spray Scarlet (SC)-16,,1710*,,,191.0,1580.0,880.29,1,,,11,1,3,0,I-5,1,,1,2021-10-16 14:44:36,5,2025-02-21 10:04:29,5.0
1881,b16dc659-2e65-11ec-bfb2-002590fd1374,1,Roofing Paint Green (W/B) 1L -NP,,1711,,,192.0,1800.0,1170.0,1,,,2,1,3,0,A-1,1,,1,2021-10-16 15:14:15,5,2023-11-09 07:45:55,5.0
1882,cc2466ec-2e65-11ec-bfb2-002590fd1374,1,Roofing Paint Green (W/B) 4L -NP,,1712*,,,192.0,12960.0,8424.0,1,,,3,1,3,0,S-29,1,,1,2021-10-16 15:15:00,5,2023-03-13 09:10:42,5.0
1883,ec9f32f9-2e65-11ec-bfb2-002590fd1374,1, Roofing Paint Harish Red 1L -NP,,1713,,,192.0,1800.0,1170.0,1,,,0,1,3,0,A-1,1,,1,2021-10-16 15:15:55,5,2024-05-05 07:24:50,5.0
1884,0c269004-2e66-11ec-bfb2-002590fd1374,1,Roofing Paint Harish Red 4L -NP,,1714*,,,192.0,14510.0,9431.5,1,,,0,1,3,0,S-29,1,,1,2021-10-16 15:16:47,5,2024-09-28 10:44:01,5.0
1885,2d228fc1-2e66-11ec-bfb2-002590fd1374,1,Roofing Paint Red (W/B) 1L -NP,,1715,,,192.0,3590.0,1687.3,1,,,6,1,3,0,A-1,1,,1,2021-10-16 15:17:43,5,2024-11-18 08:39:44,5.0
1886,46c07dc3-2e66-11ec-bfb2-002590fd1374,1,Roofing Paint Red (W/B) 4L -NP,,1716*,,,192.0,12960.0,8424.0,1,,,3,1,3,0,S-29,1,,1,2021-10-16 15:18:26,5,2025-03-22 05:13:02,5.0
1887,6a4c5fb7-2e66-11ec-bfb2-002590fd1374,1,Roofing Paint Tile Red (W/B) 1L -NP,,3500*,,,192.0,3590.0,1687.3,1,,,3,1,3,0,A-1,1,,1,2021-10-16 15:19:25,5,2025-03-16 06:56:22,5.0
1888,83eebddc-2e66-11ec-bfb2-002590fd1374,1,Roofing Paint Tile Red (W/B) 4L -NP,,3500*,,,192.0,12960.0,6091.2,1,,,-2,1,3,0,S-29,1,,1,2021-10-16 15:20:08,5,2025-02-23 09:29:39,5.0
1889,e95f3ab5-2e67-11ec-bfb2-002590fd1374,1,Ryo Pylac 3000 NC Primer Brown 500ml-NP,,1717*,,,193.0,2060.0,1236.0,1,,,7,1,3,0,I-10,1,,1,2021-10-16 15:30:08,5,2025-03-17 11:32:30,5.0
1890,5191fcc8-2e68-11ec-bfb2-002590fd1374,1,Sanding Sealer Clear 1L -NP,,1720*,,,194.0,3430.0,1886.5,1,,,13,1,12,0,S-12,1,,1,2021-10-16 15:33:03,5,2025-03-14 03:11:50,5.0
1891,6b57b114-2e68-11ec-bfb2-002590fd1374,1,Sanding Sealer Clear 500ml-NP,,1721*,,,194.0,1910.0,1057.8,1,,,19,1,12,0,S-12,1,,1,2021-10-16 15:33:46,5,2025-03-12 06:45:16,5.0
1892,608a0a8e-2e69-11ec-bfb2-002590fd1374,1,Sanding Sealer Jack Wood 1L -NP,,1852*,,,194.0,3820.0,2101.0,1,,,8,1,6,0,D-18,1,,1,2021-10-16 15:40:38,5,2025-02-22 12:43:31,5.0
1893,9cf96ef3-2e69-11ec-bfb2-002590fd1374,1,Sanding Sealer Jack Wood 500ml -NP,,1853,,,194.0,2130.0,1171.5,1,,,13,1,6,0,S-13,1,,1,2021-10-16 15:42:19,5,2024-10-08 11:18:41,5.0
1894,ca654ad9-2e69-11ec-bfb2-002590fd1374,1,Sanding Sealer Mahogany 500ml -NP,,1722*,,,194.0,2130.0,1278.0,1,,,3,1,6,0,S-12,1,,1,2021-10-16 15:43:35,5,2025-02-23 05:08:02,5.0
1895,e58b7a73-2e69-11ec-bfb2-002590fd1374,1,Sanding Sealer Teak 1L -NP,,1723*,,,194.0,3820.0,2292.0,1,,,13,1,6,0,S-12,1,,1,2021-10-16 15:44:21,5,2025-02-27 08:16:19,5.0
1896,06d6747c-2e6a-11ec-bfb2-002590fd1374,1,Sanding Sealer Teak 500ml -NP,,1724*,,,194.0,2130.0,1278.0,1,,,7,1,6,0,S-12,1,,1,2021-10-16 15:45:17,5,2025-03-22 12:09:45,5.0
1897,761a60e3-2e6a-11ec-bfb2-002590fd1374,1,Stain Varnish Jack Wood 1L -NP,,1869,,,195.0,2030.0,1319.5,1,,,3,1,6,0,S-13,1,,1,2021-10-16 15:48:23,5,2025-02-24 09:50:41,5.0
1898,90092e0c-2e6a-11ec-bfb2-002590fd1374,1,Stain Varnish Jack Wood 200ml -NP,,1725,,,278.0,850.0,425.0,1,,,6,1,3,0,A-1,1,,1,2021-10-16 15:49:07,5,2025-02-24 14:27:35,5.0
1899,a73db80a-2e6a-11ec-bfb2-002590fd1374,1,Stain Varnish Jack Wood 500ML -NP,,1854,,,195.0,1850.0,1110.0,1,,,7,1,6,0,S-13,1,,1,2021-10-16 15:49:46,5,2024-05-30 13:12:46,5.0
