supplier_invoice_id,supplier_invoice_ref,supplier_id,invoice_no,invoice_date,discount,invoice_total,return_total,paid_amount,product_count,payment_type_id,payment_status_id,status,created_at,created_user_id,updated_at,updated_user_id
807,6b259e39-617c-11ec-abdf-002590fd1374,47,114091,2021-12-20,0.0,23081.479040000002,0.0,23081.47904,10,3,3,1,2021-12-20 15:35:29,5,2021-12-20 10:06:30,
808,c914ac26-617c-11ec-abdf-002590fd1374,10,1654,2021-12-20,0.0,3000.0,0.0,3000.0,3,3,3,1,2021-12-20 15:38:06,5,2021-12-20 10:08:26,
809,4801c5b9-618a-11ec-abdf-002590fd1374,11,CSO020718997,2021-12-20,0.0,134433.99952,0.0,134433.99952,13,3,3,1,2021-12-20 17:14:43,5,2021-12-20 11:46:29,
810,77100306-618a-11ec-abdf-002590fd1374,11,CSO020718998,2021-12-20,0.0,8751.3,0.0,8751.3,2,3,3,1,2021-12-20 17:16:02,5,2021-12-20 11:46:11,
811,3c0add7e-618e-11ec-abdf-002590fd1374,48,334,2021-12-20,0.0,11000.0,0.0,11000.0,3,3,3,1,2021-12-20 17:43:01,5,2021-12-20 12:13:19,
812,087855e5-622b-11ec-abdf-002590fd1374,1,,2021-12-21,0.0,2250.0,0.0,2250.0,1,3,3,1,2021-12-21 12:25:24,5,2022-01-20 03:26:19,
813,140c792a-622b-11ec-abdf-002590fd1374,1,,2021-12-21,0.0,3950.0,0.0,3950.0,1,3,3,1,2021-12-21 12:25:43,5,2022-01-20 03:26:07,
814,24f1b7b7-622b-11ec-abdf-002590fd1374,1,START-001,2021-12-21,0.0,1760.0,0.0,1760.0,1,3,3,1,2021-12-21 12:26:12,5,2022-01-20 03:25:59,
815,5b212f35-6235-11ec-abdf-002590fd1374,22,18786,2021-12-21,0.0,188250.0,0.0,188250.0,1,3,3,1,2021-12-21 13:39:17,5,2021-12-21 08:09:26,
816,bdbbdddb-623f-11ec-abdf-002590fd1374,1,START-001,2021-12-21,0.0,550.0,0.0,550.0,1,3,3,1,2021-12-21 14:53:38,5,2022-01-20 03:25:52,
817,e8f8bbc0-62fc-11ec-abdf-002590fd1374,1,START-001,2021-12-22,0.0,6900.0,0.0,6900.0,1,3,3,1,2021-12-22 13:27:43,5,2022-01-20 03:25:45,
818,2a332949-62fd-11ec-abdf-002590fd1374,1,,2021-12-22,0.0,3870.0,0.0,3870.0,1,3,3,1,2021-12-22 13:29:33,5,2022-01-20 03:25:39,
819,3abf213d-62fd-11ec-abdf-002590fd1374,1,START-001,2021-12-22,0.0,1300.0,0.0,1300.0,1,3,3,1,2021-12-22 13:30:00,5,2022-01-20 03:25:31,
820,41e59571-62fd-11ec-abdf-002590fd1374,1,,2021-12-22,0.0,960.0,0.0,960.0,1,3,3,1,2021-12-22 13:30:12,5,2022-01-20 03:25:24,
821,541ec163-62fd-11ec-abdf-002590fd1374,1,START-001,2021-12-22,0.0,2300.0,0.0,2300.0,1,3,3,1,2021-12-22 13:30:43,5,2022-01-20 03:25:16,
822,6f3fb02e-62fd-11ec-abdf-002590fd1374,1,START-001,2021-12-22,0.0,1600.0,0.0,1600.0,1,3,3,1,2021-12-22 13:31:28,5,2022-01-20 03:25:08,
823,7bf0e992-62fd-11ec-abdf-002590fd1374,1,START-001,2021-12-22,0.0,3750.0,0.0,3750.0,1,3,3,1,2021-12-22 13:31:50,5,2022-01-20 03:24:48,
824,8919f0b9-62fd-11ec-abdf-002590fd1374,1,,2021-12-22,0.0,3250.0,0.0,3250.0,1,3,3,1,2021-12-22 13:32:12,5,2022-01-20 03:24:40,
825,110938ff-631b-11ec-abdf-002590fd1374,2,6882,2021-11-22,0.0,39000.0,0.0,39000.0,1,3,3,1,2021-12-22 17:03:35,5,2021-12-22 11:34:09,
826,33b914aa-646b-11ec-abdf-002590fd1374,45,513,2021-12-24,0.0,29611.5,0.0,29611.5,1,3,3,1,2021-12-24 09:09:42,5,2021-12-24 03:41:02,
827,01cd71c6-646c-11ec-abdf-002590fd1374,49,P-4962,2021-12-24,0.0,60000.0,0.0,60000.0,1,3,3,1,2021-12-24 09:15:28,5,2021-12-24 03:45:56,
828,17eb50f5-646e-11ec-abdf-002590fd1374,29,037,2021-12-24,0.0,68900.0,0.0,68900.0,2,3,3,1,2021-12-24 09:30:24,5,2021-12-24 04:00:47,
829,787e05ad-6478-11ec-abdf-002590fd1374,50,2112-17,2021-12-24,0.0,89032.5,0.0,89032.5,14,3,3,1,2021-12-24 10:44:41,5,2022-02-10 07:46:54,
830,441e114b-6482-11ec-abdf-002590fd1374,1,,2021-12-24,0.0,890.0,0.0,890.0,1,3,3,1,2021-12-24 11:54:47,5,2022-01-20 03:24:30,
831,4a2b94dc-6482-11ec-abdf-002590fd1374,1,,2021-12-24,0.0,1800.0,0.0,1800.0,1,3,3,1,2021-12-24 11:54:57,5,2022-01-20 03:24:22,
832,04df970e-6492-11ec-abdf-002590fd1374,1,,2021-12-24,0.0,8040.0,0.0,8040.0,1,3,3,1,2021-12-24 13:47:33,5,2022-01-20 03:23:54,
833,3023be02-6601-11ec-abdf-002590fd1374,13,CSO050500367,2021-12-26,0.0,22743.75,0.0,22743.75,4,3,3,1,2021-12-26 09:35:48,5,2021-12-26 04:06:33,
834,33b5535c-6622-11ec-abdf-002590fd1374,1,,2021-12-26,0.0,420.0,0.0,420.0,1,3,3,1,2021-12-26 13:32:07,5,2022-01-20 03:23:44,
835,3d1957a6-6622-11ec-abdf-002590fd1374,1,,2021-12-26,0.0,395.0,0.0,395.0,1,3,3,1,2021-12-26 13:32:22,5,2022-01-20 03:23:36,
836,ae1485d1-6628-11ec-abdf-002590fd1374,1,,2021-12-26,0.0,1625.0,0.0,1625.0,1,3,3,1,2021-12-26 14:18:29,5,2022-01-20 03:23:21,
837,b37528b0-6628-11ec-abdf-002590fd1374,1,,2021-12-26,0.0,-1625.0,0.0,-1625.0,1,3,3,1,2021-12-26 14:18:38,5,2022-02-27 05:17:35,
838,b9864ad9-6628-11ec-abdf-002590fd1374,1,,2021-12-26,0.0,975.0,0.0,975.0,1,3,3,1,2021-12-26 14:18:48,5,2022-01-20 03:23:13,
839,be6c9bf8-6628-11ec-abdf-002590fd1374,1,,2021-12-26,0.0,1400.0,0.0,1400.0,1,3,3,1,2021-12-26 14:18:56,5,2022-01-20 03:23:05,
840,c2155c64-6628-11ec-abdf-002590fd1374,1,,2021-12-26,0.0,1040.0,0.0,1040.0,1,3,3,1,2021-12-26 14:19:03,5,2022-01-20 03:22:55,
841,d8df3297-6628-11ec-abdf-002590fd1374,1,,2021-12-26,0.0,4500.0,0.0,4500.0,1,3,3,1,2021-12-26 14:19:41,5,2022-01-20 03:22:45,
842,23b6c3a8-6629-11ec-abdf-002590fd1374,1,,2021-12-26,0.0,-4500.0,0.0,-4500.0,1,3,3,1,2021-12-26 14:21:46,5,2022-02-27 05:20:53,
843,46679675-6629-11ec-abdf-002590fd1374,51,10342,2021-12-26,0.0,10755.0,0.0,10755.0,2,3,3,1,2021-12-26 14:22:45,5,2021-12-26 08:53:57,
844,ecbb77a1-662a-11ec-abdf-002590fd1374,1,,2021-12-26,0.0,650.0,0.0,650.0,1,3,3,1,2021-12-26 14:34:33,5,2022-01-20 03:22:22,
845,18114d8b-66cf-11ec-abdf-002590fd1374,34,4790038351,2021-12-27,0.0,10296.0,0.0,10296.0,1,3,3,1,2021-12-27 10:09:42,5,2022-03-15 05:47:24,
846,003ab532-66f8-11ec-abdf-002590fd1374,1,START-001,2021-12-27,0.0,1600.0,0.0,1600.0,1,3,3,1,2021-12-27 15:02:31,5,2022-01-20 03:22:14,
847,f9e02b6c-66ff-11ec-abdf-002590fd1374,22,18899,2021-12-27,0.0,439250.0,0.0,439250.0,1,3,3,1,2021-12-27 15:59:37,5,2021-12-27 10:49:01,
848,213ca29e-6709-11ec-abdf-002590fd1374,8,873173,2021-12-27,0.0,211992.12,0.0,211992.12,7,3,3,1,2021-12-27 17:05:08,5,2021-12-28 08:50:13,
849,f73aa53d-67a6-11ec-abdf-002590fd1374,52,72330,2021-12-28,0.0,29443.500000000004,0.0,29443.5,17,3,3,1,2021-12-28 11:54:56,5,2021-12-28 06:25:21,
850,08a122e3-67b9-11ec-abdf-002590fd1374,1,,2021-12-28,0.0,26500.0,0.0,26500.0,1,3,3,1,2021-12-28 14:04:16,5,2022-01-20 03:22:05,
851,09d80857-67c8-11ec-abdf-002590fd1374,14,CO10055984,2021-12-28,0.0,75188.43950000001,0.0,75188.4395,29,3,3,1,2021-12-28 15:51:40,5,2021-12-28 10:22:28,
852,5d4ad7a9-67ca-11ec-abdf-002590fd1374,53,017057,2021-12-28,0.0,10500.0,0.0,10500.0,2,3,3,1,2021-12-28 16:08:19,5,2021-12-28 10:38:29,
853,c2a116a3-67ca-11ec-abdf-002590fd1374,54,880,2021-12-28,0.0,35000.0,0.0,35000.0,5,3,3,1,2021-12-28 16:11:09,5,2021-12-28 10:41:22,
854,608eb08f-67d0-11ec-abdf-002590fd1374,1,,2021-12-28,0.0,-170.0,0.0,-170.0,1,3,3,1,2021-12-28 16:51:22,5,2022-02-27 05:20:45,
855,7e986672-685d-11ec-abdf-002590fd1374,34,4790038627,2021-12-29,0.0,8541.0,0.0,8541.0,1,3,3,1,2021-12-29 09:41:30,5,2022-03-15 05:47:49,
856,7dae61ea-68a7-11ec-abdf-002590fd1374,40,10493,2021-12-29,0.0,242887.5,0.0,242887.5,25,3,3,1,2021-12-29 18:31:11,5,2022-02-09 08:26:51,
857,f459c25b-6940-11ec-abdf-002590fd1374,43,2759,2021-12-30,0.0,7563.75,0.0,7563.75,3,3,3,1,2021-12-30 12:49:41,5,2021-12-30 07:20:09,
858,df647088-6950-11ec-abdf-002590fd1374,20,58086,2021-12-30,0.0,70478.666,0.0,70478.666,19,3,3,1,2021-12-30 14:43:38,5,2021-12-30 09:14:08,
859,a66de856-6ae1-11ec-abdf-002590fd1374,13,CSO050500420,2022-01-01,0.0,89726.25,12937.5,76788.75,10,3,2,1,2022-01-01 14:32:28,5,2022-01-27 09:55:30,
860,ac09698d-6af7-11ec-abdf-002590fd1374,9,0617,2022-01-01,0.0,111078.75,0.0,111078.75,6,3,3,1,2022-01-01 17:10:06,5,2022-01-22 06:40:40,
861,ea5bf469-6b7f-11ec-abdf-002590fd1374,1,,2022-01-02,0.0,32.3,0.0,32.3,1,3,3,1,2022-01-02 09:25:20,5,2022-01-20 03:21:57,
862,913439ec-6b81-11ec-abdf-002590fd1374,1,,2022-01-02,0.0,9945.0,0.0,9945.0,1,3,3,1,2022-01-02 09:37:10,5,2022-01-20 03:21:50,
863,8a8244b0-6b95-11ec-abdf-002590fd1374,36,61422,2022-01-02,0.0,193500.0,0.0,193500.0,2,3,3,1,2022-01-02 12:00:08,5,2022-01-02 06:30:16,
864,e5d297d8-6b9d-11ec-abdf-002590fd1374,1,,2022-01-02,0.0,65520.0,0.0,65520.0,1,3,3,1,2022-01-02 12:59:57,5,2022-01-20 03:21:41,
865,694441fe-6b9e-11ec-abdf-002590fd1374,1,,2022-01-02,0.0,13000.0,0.0,13000.0,1,3,3,1,2022-01-02 13:03:38,5,2022-01-20 03:21:34,
866,6f184287-6b9e-11ec-abdf-002590fd1374,1,,2022-01-02,0.0,74880.0,0.0,74880.0,1,3,3,1,2022-01-02 13:03:47,5,2022-01-19 10:31:40,
867,233aacfc-6ba1-11ec-abdf-002590fd1374,36,61945,2022-01-02,0.0,101750.0,0.0,101750.0,6,3,3,1,2022-01-02 13:23:09,5,2022-01-02 07:55:09,
868,b6faf04a-6ba1-11ec-abdf-002590fd1374,36,61944,2022-01-02,0.0,88360.0,0.0,88360.0,6,3,3,1,2022-01-02 13:27:16,5,2022-01-02 07:57:26,
869,dab29afa-6ba1-11ec-abdf-002590fd1374,36,61925,2022-01-02,0.0,62200.0,0.0,62200.0,4,3,3,1,2022-01-02 13:28:16,5,2022-01-02 07:58:25,
870,f2165a02-6ba1-11ec-abdf-002590fd1374,36,61926,2022-01-02,0.0,4350.0,0.0,4350.0,1,3,3,1,2022-01-02 13:28:56,5,2022-01-02 07:59:07,
871,8de0752e-6c6c-11ec-abdf-002590fd1374,1,,2022-01-03,0.0,2000.0,0.0,2000.0,1,3,3,1,2022-01-03 13:39:14,5,2022-01-19 04:39:38,
872,6f6712fd-6c7b-11ec-abdf-002590fd1374,13,CSO050500420,2022-01-03,0.0,10012.5,0.0,10012.5,1,3,3,1,2022-01-03 15:25:45,5,2022-01-27 09:54:49,
873,53123f82-6c85-11ec-abdf-002590fd1374,1,START-001,2022-01-03,0.0,20587.5,0.0,20587.5,1,3,3,1,2022-01-03 16:36:33,5,2022-01-19 04:39:29,
874,5c006859-6c85-11ec-abdf-002590fd1374,1,,2022-01-03,0.0,-27450.0,0.0,-27450.0,1,3,3,1,2022-01-03 16:36:48,5,2022-02-27 05:24:40,
875,2e92c8e3-6d11-11ec-abdf-002590fd1374,37,2923,2022-01-04,0.0,1830.0,0.0,1830.0,3,3,3,1,2022-01-04 09:17:40,5,2022-01-31 09:39:56,
876,4b897c81-6d24-11ec-abdf-002590fd1374,11,98008560,2022-01-04,0.0,58320.060000000005,0.0,58320.06,2,3,3,1,2022-01-04 11:34:28,5,2022-01-04 06:04:52,
877,473482f1-6d58-11ec-abdf-002590fd1374,1,START-001,2022-01-04,0.0,8324.4,0.0,8324.4,1,3,3,1,2022-01-04 17:46:35,5,2022-01-19 04:39:22,
878,718b2ac3-6d58-11ec-abdf-002590fd1374,1,START-001,2022-01-04,0.0,12562.0,0.0,12562.0,1,3,3,1,2022-01-04 17:47:46,5,2022-01-19 04:39:14,
879,8a32a01b-6d58-11ec-abdf-002590fd1374,1,START-001,2022-01-04,0.0,10800.0,0.0,10800.0,1,3,3,1,2022-01-04 17:48:27,5,2022-01-19 04:39:01,
880,e6efbce2-6d5b-11ec-abdf-002590fd1374,1,START-001,2022-01-04,0.0,1296.0,0.0,1296.0,1,3,3,1,2022-01-04 18:12:31,5,2022-01-19 04:38:53,
881,5bca0f8d-6dd7-11ec-abdf-002590fd1374,1,START-001,2022-01-05,0.0,14400.0,0.0,14400.0,1,3,3,1,2022-01-05 08:56:14,5,2022-01-19 04:37:46,
882,ec8e95c4-6e0d-11ec-abdf-002590fd1374,1,START-001,2022-01-05,0.0,1825.0,0.0,1825.0,1,3,3,1,2022-01-05 15:26:49,5,2022-01-19 04:37:29,
883,141a2a14-6e0e-11ec-abdf-002590fd1374,1,,2022-01-05,0.0,3600.0,0.0,3600.0,1,3,3,1,2022-01-05 15:27:55,5,2022-01-19 04:37:20,
884,1c085025-6e0e-11ec-abdf-002590fd1374,1,,2022-01-05,0.0,3900.0,0.0,3900.0,1,3,3,1,2022-01-05 15:28:09,5,2022-01-19 04:37:12,
885,225af420-6e0e-11ec-abdf-002590fd1374,1,,2022-01-05,0.0,3250.0,0.0,3250.0,1,3,3,1,2022-01-05 15:28:19,5,2022-01-19 04:37:04,
886,28e245ad-6e0e-11ec-abdf-002590fd1374,1,,2022-01-05,0.0,3750.0,0.0,3750.0,1,3,3,1,2022-01-05 15:28:30,5,2022-01-19 04:36:47,
887,33cdba89-6e0e-11ec-abdf-002590fd1374,1,,2022-01-05,0.0,4200.0,0.0,4200.0,1,3,3,1,2022-01-05 15:28:49,5,2022-01-19 04:36:40,
888,39ace160-6e0e-11ec-abdf-002590fd1374,1,,2022-01-05,0.0,4200.0,0.0,4200.0,1,3,3,1,2022-01-05 15:28:58,5,2022-01-19 04:36:33,
889,68727f2e-6e0e-11ec-abdf-002590fd1374,1,START-001,2022-01-05,0.0,7650.0,0.0,7650.0,1,3,3,1,2022-01-05 15:30:17,5,2022-01-19 04:36:26,
890,84e55672-6e0e-11ec-abdf-002590fd1374,1,START-001,2022-01-05,0.0,2390.0,0.0,2390.0,1,3,3,1,2022-01-05 15:31:05,5,2022-01-19 04:36:16,
891,ad210f85-6e0e-11ec-abdf-002590fd1374,1,START-001,2022-01-05,0.0,2750.0,0.0,2750.0,1,3,3,1,2022-01-05 15:32:12,5,2022-01-19 04:36:10,
892,c783ad46-6e0e-11ec-abdf-002590fd1374,1,START-001,2022-01-05,0.0,3300.0,0.0,3300.0,1,3,3,1,2022-01-05 15:32:56,5,2022-01-19 04:35:55,
893,4adde1d0-6e1d-11ec-abdf-002590fd1374,1,,2022-01-05,0.0,5300.0,0.0,5300.0,1,3,3,1,2022-01-05 17:16:49,5,2022-01-19 04:35:47,
894,68b173ac-6e1e-11ec-abdf-002590fd1374,1,,2022-01-05,0.0,2900.0,0.0,2900.0,1,3,3,1,2022-01-05 17:24:49,5,2022-01-19 04:35:40,
895,6d6b922e-6e1e-11ec-abdf-002590fd1374,1,,2022-01-05,0.0,7250.0,0.0,7250.0,1,3,3,1,2022-01-05 17:24:57,5,2022-01-19 04:35:32,
896,872b431d-6e1e-11ec-abdf-002590fd1374,1,,2022-01-05,0.0,7250.0,0.0,7250.0,1,3,3,1,2022-01-05 17:25:40,5,2022-01-19 04:35:24,
897,d754dcf9-6e1e-11ec-abdf-002590fd1374,1,,2022-01-05,0.0,0.0,0.0,0.0,1,3,3,1,2022-01-05 17:27:54,5,2022-02-27 05:24:30,
898,ac3c8c67-6ea1-11ec-abdf-002590fd1374,55,950,2022-01-06,0.0,19600.0,0.0,19600.0,2,3,3,1,2022-01-06 09:04:25,5,2022-01-06 03:35:16,
899,44a5430a-6ea3-11ec-abdf-002590fd1374,10,725,2022-01-06,0.0,29813.0,0.0,29813.0,4,3,3,1,2022-01-06 09:15:51,5,2022-01-11 09:33:46,
900,302178a5-6ea7-11ec-abdf-002590fd1374,1,,2022-01-06,0.0,0.0,0.0,0.0,1,3,3,1,2022-01-06 09:43:54,5,2022-02-27 05:24:22,
901,9b8f7b51-6eba-11ec-abdf-002590fd1374,1,START-001,2022-01-06,0.0,4680.0,0.0,4680.0,1,3,3,1,2022-01-06 12:02:55,5,2022-01-19 04:05:40,
902,cb7875d4-6eba-11ec-abdf-002590fd1374,1,START-001,2022-01-06,0.0,2900.0,0.0,2900.0,1,3,3,1,2022-01-06 12:04:16,5,2022-01-19 04:05:26,
903,f83a16fd-6eba-11ec-abdf-002590fd1374,1,START-001,2022-01-06,0.0,3250.0,0.0,3250.0,1,3,3,1,2022-01-06 12:05:31,5,2022-01-19 04:05:13,
904,70e2c093-6ebb-11ec-abdf-002590fd1374,1,START-001,2022-01-06,0.0,5750.0,0.0,5750.0,1,3,3,1,2022-01-06 12:08:53,5,2022-01-19 04:05:05,
905,b7a43a9c-6ebb-11ec-abdf-002590fd1374,1,START-001,2022-01-06,0.0,9375.0,0.0,9375.0,1,3,3,1,2022-01-06 12:10:52,5,2022-01-19 04:04:58,
906,e9d8dc71-6ebb-11ec-abdf-002590fd1374,1,START-001,2022-01-06,0.0,1870.0,0.0,1870.0,1,3,3,1,2022-01-06 12:12:16,5,2022-01-19 04:04:51,
907,0cc4057a-6ebc-11ec-abdf-002590fd1374,1,START-001,2022-01-06,0.0,1310.0,0.0,1310.0,1,3,3,1,2022-01-06 12:13:15,5,2022-01-19 04:04:44,
908,a33ef25e-6ebd-11ec-abdf-002590fd1374,1,START-001,2022-01-06,0.0,1240.0,0.0,1240.0,1,3,3,1,2022-01-06 12:24:37,5,2022-01-19 04:04:35,
909,d555410b-6ebd-11ec-abdf-002590fd1374,1,START-001,2022-01-06,0.0,940.0,0.0,940.0,1,3,3,1,2022-01-06 12:26:01,5,2022-01-19 04:04:19,
910,038b93c0-6ebe-11ec-abdf-002590fd1374,1,START-001,2022-01-06,0.0,3980.0,0.0,3980.0,1,3,3,1,2022-01-06 12:27:18,5,2022-01-19 04:04:11,
911,43795c87-6ebe-11ec-abdf-002590fd1374,1,START-001,2022-01-06,0.0,1300.0,0.0,1300.0,1,3,3,1,2022-01-06 12:29:05,5,2022-01-19 04:04:02,
912,6ff2294f-6ebe-11ec-abdf-002590fd1374,1,START-001,2022-01-06,0.0,2760.0,0.0,2760.0,1,3,3,1,2022-01-06 12:30:19,5,2022-01-18 11:45:15,
913,dfcfa7ea-6ebe-11ec-abdf-002590fd1374,1,,2022-01-06,0.0,850.0,0.0,850.0,1,3,3,1,2022-01-06 12:33:27,5,2022-01-18 11:45:07,
914,f32c6325-6ebe-11ec-abdf-002590fd1374,1,,2022-01-06,0.0,0.0,0.0,0.0,1,3,3,1,2022-01-06 12:33:59,5,2022-02-27 05:24:14,
915,42330d35-6ec0-11ec-abdf-002590fd1374,1,START-001,2022-01-06,0.0,3100.0,0.0,3100.0,1,3,3,1,2022-01-06 12:43:21,5,2022-01-18 11:45:00,
916,6564d164-6ec0-11ec-abdf-002590fd1374,1,START-001,2022-01-06,0.0,9300.0,0.0,9300.0,1,3,3,1,2022-01-06 12:44:20,5,2022-01-18 11:44:52,
917,908e782a-6ec0-11ec-abdf-002590fd1374,1,START-001,2022-01-06,0.0,10500.0,0.0,10500.0,1,3,3,1,2022-01-06 12:45:33,5,2022-01-18 11:44:44,
918,aacfaf51-6ec0-11ec-abdf-002590fd1374,1,START-001,2022-01-06,0.0,2925.0,0.0,2925.0,1,3,3,1,2022-01-06 12:46:17,5,2022-01-18 11:44:32,
919,d245e180-6ec0-11ec-abdf-002590fd1374,1,START-001,2022-01-06,0.0,12800.0,0.0,12800.0,1,3,3,1,2022-01-06 12:47:23,5,2022-01-18 11:44:24,
920,4798cf25-6ec1-11ec-abdf-002590fd1374,1,START-001,2022-01-06,0.0,2580.0,0.0,2580.0,1,3,3,1,2022-01-06 12:50:40,5,2022-01-18 11:44:14,
921,8c3a7e0b-6ec1-11ec-abdf-002590fd1374,1,START-001,2022-01-06,0.0,3480.0,0.0,3480.0,1,3,3,1,2022-01-06 12:52:35,5,2022-01-18 11:44:03,
922,d465263b-6ec1-11ec-abdf-002590fd1374,1,START-001,2022-01-06,0.0,2800.0,0.0,2800.0,1,3,3,1,2022-01-06 12:54:36,5,2022-01-18 11:43:51,
923,0f6d6e13-6ec2-11ec-abdf-002590fd1374,1,START-001,2022-01-06,0.0,2800.0,0.0,2800.0,1,3,3,1,2022-01-06 12:56:15,5,2022-01-18 11:43:44,
924,73e7f85c-6ec3-11ec-abdf-002590fd1374,1,,2022-01-06,0.0,21300.0,0.0,21300.0,1,3,3,1,2022-01-06 13:06:13,5,2022-01-18 11:43:32,
925,04e141a7-6ec4-11ec-abdf-002590fd1374,1,START-001,2022-01-06,0.0,51950.0,0.0,51950.0,1,3,3,1,2022-01-06 13:10:16,5,2022-01-18 11:43:25,
926,287c2198-6ec4-11ec-abdf-002590fd1374,1,START-001,2022-01-06,0.0,14250.0,0.0,14250.0,1,3,3,1,2022-01-06 13:11:16,5,2022-01-18 11:43:18,
927,485d2a37-6ec4-11ec-abdf-002590fd1374,1,START-001,2022-01-06,0.0,4950.0,0.0,4950.0,1,3,3,1,2022-01-06 13:12:10,5,2022-01-18 11:43:11,
928,6cd57ea8-6ec4-11ec-abdf-002590fd1374,1,START-001,2022-01-06,0.0,47500.0,0.0,47500.0,1,3,3,1,2022-01-06 13:13:11,5,2022-01-18 11:43:03,
929,9f056377-6ec4-11ec-abdf-002590fd1374,1,START-001,2022-01-06,0.0,1950.0,0.0,1950.0,1,3,3,1,2022-01-06 13:14:35,5,2022-01-18 11:42:56,
930,9160dc82-6ed9-11ec-abdf-002590fd1374,18,1701345,2022-01-06,0.0,171906.0,0.0,171906.0,1,3,3,1,2022-01-06 15:44:31,5,2022-05-25 11:59:57,
931,567fefb0-6ee2-11ec-abdf-002590fd1374,1,,2022-01-06,0.0,-19250.0,0.0,-19250.0,1,3,3,1,2022-01-06 16:47:19,5,2022-02-27 05:20:53,
932,656c1285-6ee2-11ec-abdf-002590fd1374,1,,2022-01-06,0.0,-3600.0,0.0,-3600.0,1,3,3,1,2022-01-06 16:47:44,5,2022-02-27 05:21:01,
933,6a936802-6ee2-11ec-abdf-002590fd1374,1,,2022-01-06,0.0,-3900.0,0.0,-3900.0,1,3,3,1,2022-01-06 16:47:52,5,2022-02-27 05:21:08,
934,6f9503a1-6ee2-11ec-abdf-002590fd1374,1,,2022-01-06,0.0,-3250.0,0.0,-3250.0,1,3,3,1,2022-01-06 16:48:01,5,2022-02-27 05:21:16,
935,75e55203-6ee2-11ec-abdf-002590fd1374,1,,2022-01-06,0.0,-3750.0,0.0,-3750.0,1,3,3,1,2022-01-06 16:48:11,5,2022-02-27 05:21:43,
936,7a35a925-6ee2-11ec-abdf-002590fd1374,1,,2022-01-06,0.0,-4200.0,0.0,-4200.0,1,3,3,1,2022-01-06 16:48:18,5,2022-02-27 05:21:49,
937,803c35fc-6ee2-11ec-abdf-002590fd1374,1,,2022-01-06,0.0,-4200.0,0.0,-4200.0,1,3,3,1,2022-01-06 16:48:29,5,2022-02-27 05:21:59,
938,85455cf2-6ee2-11ec-abdf-002590fd1374,1,,2022-01-06,0.0,-2900.0,0.0,-2900.0,1,3,3,1,2022-01-06 16:48:37,5,2022-02-27 05:22:06,
939,89b08556-6ee2-11ec-abdf-002590fd1374,1,,2022-01-06,0.0,-11500.0,0.0,-11500.0,1,3,3,1,2022-01-06 16:48:44,5,2022-02-27 05:22:35,
940,8fbcfff8-6ee2-11ec-abdf-002590fd1374,1,,2022-01-06,0.0,-3300.0,0.0,-3300.0,1,3,3,1,2022-01-06 16:48:55,5,2022-02-27 05:22:45,
941,937c2d66-6ee2-11ec-abdf-002590fd1374,1,,2022-01-06,0.0,-39980.0,0.0,-39980.0,1,3,3,1,2022-01-06 16:49:01,5,2022-02-27 05:22:55,
942,9750671c-6ee2-11ec-abdf-002590fd1374,1,,2022-01-06,0.0,-4900.0,0.0,-4900.0,1,3,3,1,2022-01-06 16:49:07,5,2022-02-27 05:23:05,
943,9c964425-6ee2-11ec-abdf-002590fd1374,1,,2022-01-06,0.0,-7560.0,0.0,-7560.0,1,3,3,1,2022-01-06 16:49:16,5,2022-02-27 05:23:13,
944,a2956471-6ee2-11ec-abdf-002590fd1374,1,,2022-01-06,0.0,-5300.0,0.0,-5300.0,1,3,3,1,2022-01-06 16:49:26,5,2022-02-27 05:23:36,
945,a7ccb1b0-6ee2-11ec-abdf-002590fd1374,1,,2022-01-06,0.0,-4500.0,0.0,-4500.0,1,3,3,1,2022-01-06 16:49:35,5,2022-02-27 05:23:57,
946,b1da87e7-6ee2-11ec-abdf-002590fd1374,1,,2022-01-06,0.0,-4840.0,0.0,-4840.0,1,3,3,1,2022-01-06 16:49:52,5,2022-02-27 05:23:50,
947,b8cdafd5-6ee2-11ec-abdf-002590fd1374,1,,2022-01-06,0.0,-8620.0,0.0,-8620.0,1,3,3,1,2022-01-06 16:50:03,5,2022-02-27 05:24:14,
948,ddd41fcb-6ee2-11ec-abdf-002590fd1374,1,,2022-01-06,0.0,-14100.0,0.0,-14100.0,1,3,3,1,2022-01-06 16:51:06,5,2022-02-27 05:23:58,
949,ec505ae7-6ee2-11ec-abdf-002590fd1374,1,,2022-01-06,0.0,-2900.0,0.0,-2900.0,1,3,3,1,2022-01-06 16:51:30,5,2022-02-27 05:24:26,
950,f3567497-6ee2-11ec-abdf-002590fd1374,1,,2022-01-06,0.0,1960.0,0.0,1960.0,1,3,3,1,2022-01-06 16:51:42,5,2022-01-18 11:42:45,
951,f6607762-6ee2-11ec-abdf-002590fd1374,1,,2022-01-06,0.0,-3920.0,0.0,-3920.0,1,3,3,1,2022-01-06 16:51:47,5,2022-02-27 05:24:34,
952,fac33a50-6ee2-11ec-abdf-002590fd1374,1,,2022-01-06,0.0,-1860.0,0.0,-1860.0,1,3,3,1,2022-01-06 16:51:54,5,2022-02-27 05:24:41,
953,ff32e70d-6ee2-11ec-abdf-002590fd1374,1,,2022-01-06,0.0,-1440.0,0.0,-1440.0,1,3,3,1,2022-01-06 16:52:02,5,2022-02-27 05:25:00,
