supplier_payment_id,supplier_payment_ref,supplier_invoice_id,payment_date,discount_amount,paid_amount,payment_type_id,cheque_no,status,created_at,created_user_id,updated_at,updated_user_id
1058,0dda1b77-9789-11ec-aece-002590fd1374,1173,2022-02-27,0.0,600.0,1,,1,2022-02-27 10:22:00,4,2022-02-27 04:52:00,
1059,1114ec82-9789-11ec-aece-002590fd1374,1172,2022-02-27,0.0,600.0,1,,1,2022-02-27 10:22:06,4,2022-02-27 04:52:06,
1060,1481a8d3-9789-11ec-aece-002590fd1374,1171,2022-02-27,0.0,720.0,1,,1,2022-02-27 10:22:11,4,2022-02-27 04:52:11,
1061,180bf984-9789-11ec-aece-002590fd1374,1170,2022-02-27,0.0,1750.0,1,,1,2022-02-27 10:22:17,4,2022-02-27 04:52:17,
1062,1ecfb7ec-9789-11ec-aece-002590fd1374,1168,2022-02-27,0.0,9125.0,1,,1,2022-02-27 10:22:29,4,2022-02-27 04:52:29,
1063,23e81405-9789-11ec-aece-002590fd1374,1159,2022-02-27,0.0,6750.0,1,,1,2022-02-27 10:22:37,4,2022-02-27 04:52:37,
1064,2997f33c-9789-11ec-aece-002590fd1374,1154,2022-02-27,0.0,15400.0,1,,1,2022-02-27 10:22:47,4,2022-02-27 04:52:47,
1065,3064c61e-9789-11ec-aece-002590fd1374,1151,2022-02-27,0.0,7000.0,1,,1,2022-02-27 10:22:58,4,2022-02-27 04:52:58,
1066,346c1f2a-9789-11ec-aece-002590fd1374,1144,2022-02-27,0.0,2250.0,1,,1,2022-02-27 10:23:05,4,2022-02-27 04:53:05,
1067,381715e3-9789-11ec-aece-002590fd1374,1143,2022-02-27,0.0,4000.0,1,,1,2022-02-27 10:23:11,4,2022-02-27 04:53:11,
1068,3c8d28c0-9789-11ec-aece-002590fd1374,1142,2022-02-27,0.0,1900.0,1,,1,2022-02-27 10:23:19,4,2022-02-27 04:53:19,
1069,40235b3c-9789-11ec-aece-002590fd1374,1141,2022-02-27,0.0,700.0,1,,1,2022-02-27 10:23:25,4,2022-02-27 04:53:25,
1070,438e1e6d-9789-11ec-aece-002590fd1374,1140,2022-02-27,0.0,1750.0,1,,1,2022-02-27 10:23:30,4,2022-02-27 04:53:30,
1071,470838b9-9789-11ec-aece-002590fd1374,1139,2022-02-27,0.0,1080.0,1,,1,2022-02-27 10:23:36,4,2022-02-27 04:53:36,
1072,4b4e9f97-9789-11ec-aece-002590fd1374,1138,2022-02-27,0.0,69.0,1,,1,2022-02-27 10:23:43,4,2022-02-27 04:53:43,
1073,4fe700c7-9789-11ec-aece-002590fd1374,1138,2022-02-27,0.0,621.0,1,,1,2022-02-27 10:23:51,4,2022-02-27 04:53:51,
1074,5449a2f2-9789-11ec-aece-002590fd1374,1136,2022-02-27,0.0,990.0,1,,1,2022-02-27 10:23:58,4,2022-02-27 04:53:58,
1075,b4552408-9789-11ec-aece-002590fd1374,1135,2022-02-27,0.0,3364.0,1,,1,2022-02-27 10:26:40,4,2022-02-27 04:56:40,
1076,04f6008e-978a-11ec-aece-002590fd1374,1134,2022-02-27,0.0,300.0,1,,1,2022-02-27 10:28:55,5,2022-02-27 04:58:55,
1077,100fc027-978a-11ec-aece-002590fd1374,1133,2022-02-27,0.0,750.0,1,,1,2022-02-27 10:29:13,5,2022-02-27 04:59:13,
1078,14583c0f-978a-11ec-aece-002590fd1374,1132,2022-02-27,0.0,950.0,1,,1,2022-02-27 10:29:21,5,2022-02-27 04:59:21,
1079,18aa9719-978a-11ec-aece-002590fd1374,1130,2022-02-27,0.0,1300.0,1,,1,2022-02-27 10:29:28,5,2022-02-27 04:59:28,
1080,319538d7-978a-11ec-aece-002590fd1374,1129,2022-02-27,0.0,3000.0,1,,1,2022-02-27 10:30:10,5,2022-02-27 05:00:10,
1081,34d922f9-978a-11ec-aece-002590fd1374,1128,2022-02-27,0.0,2160.0,1,,1,2022-02-27 10:30:15,5,2022-02-27 05:00:15,
1082,38938892-978a-11ec-aece-002590fd1374,1127,2022-02-27,0.0,1200.0,1,,1,2022-02-27 10:30:22,5,2022-02-27 05:00:22,
1083,3bd3b288-978a-11ec-aece-002590fd1374,1123,2022-02-27,0.0,1000.0,1,,1,2022-02-27 10:30:27,5,2022-02-27 05:00:27,
1084,3ffde9ee-978a-11ec-aece-002590fd1374,1122,2022-02-27,0.0,1600.0,1,,1,2022-02-27 10:30:34,5,2022-02-27 05:00:34,
1085,44166ea4-978a-11ec-aece-002590fd1374,1121,2022-02-27,0.0,1300.0,1,,1,2022-02-27 10:30:41,5,2022-02-27 05:00:41,
1086,47f9808f-978a-11ec-aece-002590fd1374,1120,2022-02-27,0.0,6000.0,1,,1,2022-02-27 10:30:48,5,2022-02-27 05:00:48,
1087,4de86384-978a-11ec-aece-002590fd1374,1119,2022-02-27,0.0,24000.0,1,,1,2022-02-27 10:30:58,5,2022-02-27 05:00:58,
1088,5f54c161-978a-11ec-aece-002590fd1374,1118,2022-02-27,0.0,1400.0,1,,1,2022-02-27 10:31:27,5,2022-02-27 05:01:27,
1089,64e007c1-978a-11ec-aece-002590fd1374,1117,2022-02-27,0.0,3200.0,1,,1,2022-02-27 10:31:36,5,2022-02-27 05:01:36,
1090,dbaf8994-978a-11ec-aece-002590fd1374,1113,2022-02-27,0.0,2500.0,1,,1,2022-02-27 10:34:55,5,2022-02-27 05:04:55,
1091,dfabbb60-978a-11ec-aece-002590fd1374,1112,2022-02-27,0.0,4950.0,1,,1,2022-02-27 10:35:02,5,2022-02-27 05:05:02,
1092,e46f73c7-978a-11ec-aece-002590fd1374,1103,2022-02-27,0.0,36975.0,1,,1,2022-02-27 10:35:10,5,2022-02-27 05:05:10,
1093,e82ffa9f-978a-11ec-aece-002590fd1374,1101,2022-02-27,0.0,3950.0,1,,1,2022-02-27 10:35:16,5,2022-02-27 05:05:16,
1094,ecf72bdd-978a-11ec-aece-002590fd1374,1100,2022-02-27,0.0,4325.0,1,,1,2022-02-27 10:35:24,5,2022-02-27 05:05:24,
1095,f0f26e3a-978a-11ec-aece-002590fd1374,1099,2022-02-27,0.0,3240.0,1,,1,2022-02-27 10:35:31,5,2022-02-27 05:05:31,
1096,f4d14ea5-978a-11ec-aece-002590fd1374,1098,2022-02-27,0.0,3680.0,1,,1,2022-02-27 10:35:38,5,2022-02-27 05:05:38,
1097,fddb25c3-978a-11ec-aece-002590fd1374,1097,2022-02-27,0.0,3680.0,1,,1,2022-02-27 10:35:53,5,2022-02-27 05:05:53,
1098,047ca26a-978b-11ec-aece-002590fd1374,1097,2022-02-27,0.0,3920.0,1,,1,2022-02-27 10:36:04,5,2022-02-27 05:06:04,
1099,0b09319f-978b-11ec-aece-002590fd1374,1096,2022-02-27,0.0,3520.0,1,,1,2022-02-27 10:36:15,5,2022-02-27 05:06:15,
1100,0e967e41-978b-11ec-aece-002590fd1374,1095,2022-02-27,0.0,14500.0,1,,1,2022-02-27 10:36:21,5,2022-02-27 05:06:21,
1101,12b8106e-978b-11ec-aece-002590fd1374,1092,2022-02-27,0.0,2.926,1,,1,2022-02-27 10:36:28,5,2022-02-27 05:06:28,
1102,29720549-978b-11ec-aece-002590fd1374,1088,2022-02-27,0.0,1960.0,1,,1,2022-02-27 10:37:06,5,2022-02-27 05:07:06,
1103,2d50aebc-978b-11ec-aece-002590fd1374,1086,2022-02-27,0.0,1000.0,1,,1,2022-02-27 10:37:12,5,2022-02-27 05:07:12,
1104,311ab72e-978b-11ec-aece-002590fd1374,1085,2022-02-27,0.0,960.0,1,,1,2022-02-27 10:37:19,5,2022-02-27 05:07:19,
1105,34db3b0d-978b-11ec-aece-002590fd1374,1083,2022-02-27,0.0,12900.0,1,,1,2022-02-27 10:37:25,5,2022-02-27 05:07:25,
1106,3aca0ff8-978b-11ec-aece-002590fd1374,1068,2022-02-27,0.0,3800.0,1,,1,2022-02-27 10:37:35,5,2022-02-27 05:07:35,
1107,3e8d86c0-978b-11ec-aece-002590fd1374,1067,2022-02-27,0.0,2580.0,1,,1,2022-02-27 10:37:41,5,2022-02-27 05:07:41,
1108,4235ef75-978b-11ec-aece-002590fd1374,1066,2022-02-27,0.0,1680.0,1,,1,2022-02-27 10:37:47,5,2022-02-27 05:07:47,
1109,4574051f-978b-11ec-aece-002590fd1374,1065,2022-02-27,0.0,9180.0,1,,1,2022-02-27 10:37:53,5,2022-02-27 05:07:53,
1110,4a8230bc-978b-11ec-aece-002590fd1374,1062,2022-02-27,0.0,3950.0,1,,1,2022-02-27 10:38:01,5,2022-02-27 05:08:01,
1111,4e21399d-978b-11ec-aece-002590fd1374,1058,2022-02-27,0.0,600.0,1,,1,2022-02-27 10:38:07,5,2022-02-27 05:08:07,
1112,52be0cde-978b-11ec-aece-002590fd1374,1057,2022-02-27,0.0,900.0,1,,1,2022-02-27 10:38:15,5,2022-02-27 05:08:15,
1113,564abb0e-978b-11ec-aece-002590fd1374,1056,2022-02-27,0.0,800.0,1,,1,2022-02-27 10:38:21,5,2022-02-27 05:08:21,
1114,65039cc6-978b-11ec-aece-002590fd1374,1055,2022-02-27,0.0,700.0,1,,1,2022-02-27 10:38:46,5,2022-02-27 05:08:46,
1115,68fa754f-978b-11ec-aece-002590fd1374,1054,2022-02-27,0.0,600.0,1,,1,2022-02-27 10:38:52,5,2022-02-27 05:08:52,
1116,6cdc843b-978b-11ec-aece-002590fd1374,1053,2022-02-27,0.0,4500.0,1,,1,2022-02-27 10:38:59,5,2022-02-27 05:08:59,
1117,71547ce0-978b-11ec-aece-002590fd1374,1052,2022-02-27,0.0,4500.0,1,,1,2022-02-27 10:39:06,5,2022-02-27 05:09:06,
1118,751e45fb-978b-11ec-aece-002590fd1374,1049,2022-02-27,0.0,16000.0,1,,1,2022-02-27 10:39:13,5,2022-02-27 05:09:13,
1119,5e03f426-978c-11ec-aece-002590fd1374,743,2022-02-27,0.0,2660.0,1,,1,2022-02-27 10:45:44,5,2022-02-27 05:15:44,
1120,61858c3c-978c-11ec-aece-002590fd1374,742,2022-02-27,0.0,1890.0,1,,1,2022-02-27 10:45:49,5,2022-02-27 05:15:49,
1121,64dafbe7-978c-11ec-aece-002590fd1374,741,2022-02-27,0.0,4830.0,1,,1,2022-02-27 10:45:55,5,2022-02-27 05:15:55,
1122,a039485c-978c-11ec-aece-002590fd1374,837,2022-02-27,0.0,-1625.0,1,,1,2022-02-27 10:47:35,5,2022-02-27 05:17:35,
1123,b2ca81bb-978c-11ec-aece-002590fd1374,772,2022-02-27,0.0,-4150.0,1,,1,2022-02-27 10:48:06,5,2022-02-27 05:18:06,
1124,b633c906-978c-11ec-aece-002590fd1374,770,2022-02-27,0.0,-300.0,1,,1,2022-02-27 10:48:11,5,2022-02-27 05:18:11,
1125,bd42f8a6-978c-11ec-aece-002590fd1374,740,2022-02-27,0.0,1000.0,1,,1,2022-02-27 10:48:23,5,2022-02-27 05:18:23,
1126,c2045d84-978c-11ec-aece-002590fd1374,739,2022-02-27,0.0,1100.0,1,,1,2022-02-27 10:48:31,5,2022-02-27 05:18:31,
1127,cd0dba7a-978c-11ec-aece-002590fd1374,1341,2022-02-27,0.0,0.0,1,,1,2022-02-27 10:48:50,5,2022-02-27 05:18:50,
1128,d0d867d5-978c-11ec-aece-002590fd1374,1340,2022-02-27,0.0,0.0,1,,1,2022-02-27 10:48:56,5,2022-02-27 05:18:56,
1129,11d05813-978d-11ec-aece-002590fd1374,854,2022-02-27,0.0,-170.0,1,,1,2022-02-27 10:50:45,5,2022-02-27 05:20:45,
1130,163d702a-978d-11ec-aece-002590fd1374,842,2022-02-27,0.0,-4500.0,1,,1,2022-02-27 10:50:53,5,2022-02-27 05:20:53,
1131,16b8559b-978d-11ec-aece-002590fd1374,931,2022-02-27,0.0,-19250.0,1,,1,2022-02-27 10:50:53,4,2022-02-27 05:20:53,
1132,1b0d73e5-978d-11ec-aece-002590fd1374,932,2022-02-27,0.0,-3600.0,1,,1,2022-02-27 10:51:01,4,2022-02-27 05:21:01,
1133,1fb264dd-978d-11ec-aece-002590fd1374,933,2022-02-27,0.0,-3900.0,1,,1,2022-02-27 10:51:08,4,2022-02-27 05:21:08,
1134,20e43fc0-978d-11ec-aece-002590fd1374,737,2022-02-27,0.0,1940.4,1,,1,2022-02-27 10:51:10,5,2022-02-27 05:21:10,
1135,2460655a-978d-11ec-aece-002590fd1374,934,2022-02-27,0.0,-3250.0,1,,1,2022-02-27 10:51:16,4,2022-02-27 05:21:16,
1136,24f37b1a-978d-11ec-aece-002590fd1374,735,2022-02-27,0.0,13350.0,1,,1,2022-02-27 10:51:17,5,2022-02-27 05:21:17,
1137,34116460-978d-11ec-aece-002590fd1374,935,2022-02-27,0.0,-3750.0,1,,1,2022-02-27 10:51:43,4,2022-02-27 05:21:43,
1138,36f91381-978d-11ec-aece-002590fd1374,1111,2022-02-27,0.0,0.0,1,,1,2022-02-27 10:51:48,5,2022-02-27 05:21:48,
1139,380b7d21-978d-11ec-aece-002590fd1374,936,2022-02-27,0.0,-4200.0,1,,1,2022-02-27 10:51:49,4,2022-02-27 05:21:49,
1140,3d063159-978d-11ec-aece-002590fd1374,1091,2022-02-27,0.0,-5849.0,1,,1,2022-02-27 10:51:58,5,2022-02-27 05:21:58,
1141,3e0bb66e-978d-11ec-aece-002590fd1374,937,2022-02-27,0.0,-4200.0,1,,1,2022-02-27 10:51:59,4,2022-02-27 05:21:59,
1142,422a2186-978d-11ec-aece-002590fd1374,938,2022-02-27,0.0,-2900.0,1,,1,2022-02-27 10:52:06,4,2022-02-27 05:22:06,
1143,43da12cf-978d-11ec-aece-002590fd1374,1031,2022-02-27,0.0,-2685.0,1,,1,2022-02-27 10:52:09,5,2022-02-27 05:22:09,
1144,5360489a-978d-11ec-aece-002590fd1374,939,2022-02-27,0.0,-11500.0,1,,1,2022-02-27 10:52:35,4,2022-02-27 05:22:35,
1145,597c07a3-978d-11ec-aece-002590fd1374,940,2022-02-27,0.0,-3300.0,1,,1,2022-02-27 10:52:45,4,2022-02-27 05:22:45,
1146,5f1803a9-978d-11ec-aece-002590fd1374,941,2022-02-27,0.0,-39980.0,1,,1,2022-02-27 10:52:55,4,2022-02-27 05:22:55,
1147,6552ebec-978d-11ec-aece-002590fd1374,942,2022-02-27,0.0,-4900.0,1,,1,2022-02-27 10:53:05,4,2022-02-27 05:23:05,
1148,69be6f15-978d-11ec-aece-002590fd1374,943,2022-02-27,0.0,-7560.0,1,,1,2022-02-27 10:53:13,4,2022-02-27 05:23:13,
1149,6caae68a-978d-11ec-aece-002590fd1374,994,2022-02-27,0.0,-2600.0,1,,1,2022-02-27 10:53:18,5,2022-02-27 05:23:18,
1150,77b30b65-978d-11ec-aece-002590fd1374,944,2022-02-27,0.0,-5300.0,1,,1,2022-02-27 10:53:36,4,2022-02-27 05:23:36,
1151,7c25b58c-978d-11ec-aece-002590fd1374,945,2022-02-27,0.0,-4500.0,1,,1,2022-02-27 10:53:44,5,2022-02-27 05:23:44,
1152,7c77e900-978d-11ec-aece-002590fd1374,945,2022-02-27,0.0,-4500.0,1,,1,2022-02-27 10:53:44,4,2022-02-27 05:23:44,
1153,800f651b-978d-11ec-aece-002590fd1374,946,2022-02-27,0.0,-4840.0,1,,1,2022-02-27 10:53:50,5,2022-02-27 05:23:50,
1154,84539e8b-978d-11ec-aece-002590fd1374,945,2022-02-27,0.0,4500.0,1,,1,2022-02-27 10:53:57,4,2022-02-27 05:23:57,
1155,8486b9c1-978d-11ec-aece-002590fd1374,948,2022-02-27,0.0,-14100.0,1,,1,2022-02-27 10:53:58,5,2022-02-27 05:23:58,
1156,882ea0c3-978d-11ec-aece-002590fd1374,947,2022-02-27,0.0,-8620.0,1,,1,2022-02-27 10:54:04,5,2022-02-27 05:24:04,
1157,8a27c6ad-978d-11ec-aece-002590fd1374,947,2022-02-27,0.0,-8620.0,1,,1,2022-02-27 10:54:07,4,2022-02-27 05:24:07,
1158,8e638328-978d-11ec-aece-002590fd1374,914,2022-02-27,0.0,0.0,1,,1,2022-02-27 10:54:14,5,2022-02-27 05:24:14,
1159,8e92781a-978d-11ec-aece-002590fd1374,947,2022-02-27,0.0,8620.0,1,,1,2022-02-27 10:54:14,4,2022-02-27 05:24:14,
1160,9328f7ac-978d-11ec-aece-002590fd1374,900,2022-02-27,0.0,0.0,1,,1,2022-02-27 10:54:22,5,2022-02-27 05:24:22,
1161,958a1ab4-978d-11ec-aece-002590fd1374,949,2022-02-27,0.0,-2900.0,1,,1,2022-02-27 10:54:26,4,2022-02-27 05:24:26,
1162,980cbd0b-978d-11ec-aece-002590fd1374,897,2022-02-27,0.0,0.0,1,,1,2022-02-27 10:54:30,5,2022-02-27 05:24:30,
1163,9a503bb8-978d-11ec-aece-002590fd1374,951,2022-02-27,0.0,-3920.0,1,,1,2022-02-27 10:54:34,4,2022-02-27 05:24:34,
1164,9de8a502-978d-11ec-aece-002590fd1374,874,2022-02-27,0.0,-27450.0,1,,1,2022-02-27 10:54:40,5,2022-02-27 05:24:40,
1165,9e9d4d57-978d-11ec-aece-002590fd1374,952,2022-02-27,0.0,-1860.0,1,,1,2022-02-27 10:54:41,4,2022-02-27 05:24:41,
1166,a8aa0d9c-978d-11ec-aece-002590fd1374,734,2022-02-27,0.0,8250.0,1,,1,2022-02-27 10:54:58,5,2022-02-27 05:24:58,
1167,a9ceb0a9-978d-11ec-aece-002590fd1374,953,2022-02-27,0.0,-1440.0,1,,1,2022-02-27 10:55:00,4,2022-02-27 05:25:00,
1168,acc08757-978d-11ec-aece-002590fd1374,733,2022-02-27,0.0,875.0,1,,1,2022-02-27 10:55:05,5,2022-02-27 05:25:05,
1169,b072a9a5-978d-11ec-aece-002590fd1374,732,2022-02-27,0.0,11000.0,1,,1,2022-02-27 10:55:11,5,2022-02-27 05:25:11,
1170,b3aa6ab0-978d-11ec-aece-002590fd1374,730,2022-02-27,0.0,1650.0,1,,1,2022-02-27 10:55:17,5,2022-02-27 05:25:17,
1171,b7e8bc9b-978d-11ec-aece-002590fd1374,729,2022-02-27,0.0,800.0,1,,1,2022-02-27 10:55:24,5,2022-02-27 05:25:24,
1172,bb648863-978d-11ec-aece-002590fd1374,728,2022-02-27,0.0,350.0,1,,1,2022-02-27 10:55:30,5,2022-02-27 05:25:30,
1173,bee17427-978d-11ec-aece-002590fd1374,727,2022-02-27,0.0,160.0,1,,1,2022-02-27 10:55:36,5,2022-02-27 05:25:36,
1174,c2d3478d-978d-11ec-aece-002590fd1374,726,2022-02-27,0.0,160.0,1,,1,2022-02-27 10:55:42,5,2022-02-27 05:25:42,
1175,c857c736-978d-11ec-aece-002590fd1374,724,2022-02-27,0.0,400.0,1,,1,2022-02-27 10:55:51,5,2022-02-27 05:25:51,
1176,cc4e9557-978d-11ec-aece-002590fd1374,723,2022-02-27,0.0,1100.0,1,,1,2022-02-27 10:55:58,5,2022-02-27 05:25:58,
1177,d0a82c8b-978d-11ec-aece-002590fd1374,722,2022-02-27,0.0,2600.0,1,,1,2022-02-27 10:56:05,5,2022-02-27 05:26:05,
1178,d9ed50f5-978d-11ec-aece-002590fd1374,721,2022-02-27,0.0,650.0,1,,1,2022-02-27 10:56:21,5,2022-02-27 05:26:21,
1179,dd5bebd6-978d-11ec-aece-002590fd1374,720,2022-02-27,0.0,1100.0,1,,1,2022-02-27 10:56:27,5,2022-02-27 05:26:27,
1180,ed087549-978d-11ec-aece-002590fd1374,716,2022-02-27,0.0,11832.87,1,,1,2022-02-27 10:56:53,5,2022-02-27 05:26:53,
1181,f22bc338-978d-11ec-aece-002590fd1374,717,2022-02-27,0.0,-5370.0,1,,1,2022-02-27 10:57:02,5,2022-02-27 05:27:02,
1182,f6b3ac87-978d-11ec-aece-002590fd1374,712,2022-02-27,0.0,2250.0,1,,1,2022-02-27 10:57:09,5,2022-02-27 05:27:09,
1183,065ef242-978e-11ec-aece-002590fd1374,711,2022-02-27,0.0,636.0,1,,1,2022-02-27 10:57:35,5,2022-02-27 05:27:35,
1184,0b15f4e4-978e-11ec-aece-002590fd1374,710,2022-02-27,0.0,6519000.0,1,,1,2022-02-27 10:57:43,5,2022-02-27 05:27:43,
1185,0f22e03b-978e-11ec-aece-002590fd1374,709,2022-02-27,0.0,15900.0,1,,1,2022-02-27 10:57:50,5,2022-02-27 05:27:50,
1186,1336d474-978e-11ec-aece-002590fd1374,708,2022-02-27,0.0,-6519000.0,1,,1,2022-02-27 10:57:57,5,2022-02-27 05:27:57,
1187,18d744ea-978e-11ec-aece-002590fd1374,707,2022-02-27,0.0,651.9,1,,1,2022-02-27 10:58:06,5,2022-02-27 05:28:06,
1188,1caa4104-978e-11ec-aece-002590fd1374,706,2022-02-27,0.0,280.0,1,,1,2022-02-27 10:58:13,5,2022-02-27 05:28:13,
1189,208c4bd9-978e-11ec-aece-002590fd1374,704,2022-02-27,0.0,85750.0,1,,1,2022-02-27 10:58:19,5,2022-02-27 05:28:19,
1190,2425b4cc-978e-11ec-aece-002590fd1374,701,2022-02-27,0.0,76500.0,1,,1,2022-02-27 10:58:25,5,2022-02-27 05:28:25,
1191,287cb85c-978e-11ec-aece-002590fd1374,698,2022-02-27,0.0,550.0,1,,1,2022-02-27 10:58:33,5,2022-02-27 05:28:33,
1192,2c37b14f-978e-11ec-aece-002590fd1374,697,2022-02-27,0.0,348.0,1,,1,2022-02-27 10:58:39,5,2022-02-27 05:28:39,
1193,30469ece-978e-11ec-aece-002590fd1374,696,2022-02-27,0.0,285.0,1,,1,2022-02-27 10:58:46,5,2022-02-27 05:28:46,
1194,33b376ea-978e-11ec-aece-002590fd1374,695,2022-02-27,0.0,1209.0,1,,1,2022-02-27 10:58:52,5,2022-02-27 05:28:52,
1195,386bd9cc-978e-11ec-aece-002590fd1374,694,2022-02-27,0.0,1425.0,1,,1,2022-02-27 10:58:59,5,2022-02-27 05:28:59,
1196,3ce5b541-978e-11ec-aece-002590fd1374,693,2022-02-27,0.0,574.0,1,,1,2022-02-27 10:59:07,5,2022-02-27 05:29:07,
1197,40bb8c50-978e-11ec-aece-002590fd1374,692,2022-02-27,0.0,473.0,1,,1,2022-02-27 10:59:13,5,2022-02-27 05:29:13,
1198,49d775c5-978e-11ec-aece-002590fd1374,691,2022-02-27,0.0,1032.0,1,,1,2022-02-27 10:59:29,5,2022-02-27 05:29:29,
1199,4f34c1b9-978e-11ec-aece-002590fd1374,690,2022-02-27,0.0,798.0,1,,1,2022-02-27 10:59:38,5,2022-02-27 05:29:38,
1200,538b3969-978e-11ec-aece-002590fd1374,689,2022-02-27,0.0,798.0,1,,1,2022-02-27 10:59:45,5,2022-02-27 05:29:45,
1201,581f2312-978e-11ec-aece-002590fd1374,689,2022-02-27,0.0,292.0,1,,1,2022-02-27 10:59:53,5,2022-02-27 05:29:53,
1202,5c0933cd-978e-11ec-aece-002590fd1374,688,2022-02-27,0.0,2115.0,1,,1,2022-02-27 10:59:59,5,2022-02-27 05:29:59,
1203,603bdda9-978e-11ec-aece-002590fd1374,687,2022-02-27,0.0,4455.0,1,,1,2022-02-27 11:00:06,5,2022-02-27 05:30:06,
1204,36ae5eec-978f-11ec-aece-002590fd1374,992,2022-02-27,0.0,-33500.0,1,,1,2022-02-27 11:06:06,5,2022-02-27 05:36:06,
1205,3af1ba4b-978f-11ec-aece-002590fd1374,991,2022-02-27,0.0,-6700.0,1,,1,2022-02-27 11:06:13,5,2022-02-27 05:36:13,
1206,608f4532-978f-11ec-aece-002590fd1374,989,2022-02-27,0.0,-36850.0,1,,1,2022-02-27 11:07:16,5,2022-02-27 05:37:16,
1207,65764ef9-978f-11ec-aece-002590fd1374,984,2022-02-27,0.0,-20100.0,1,,1,2022-02-27 11:07:25,5,2022-02-27 05:37:25,
1208,69809e2c-978f-11ec-aece-002590fd1374,983,2022-02-27,0.0,-20100.0,1,,1,2022-02-27 11:07:31,5,2022-02-27 05:37:31,
1209,6d1c500d-978f-11ec-aece-002590fd1374,975,2022-02-27,0.0,-14400.0,1,,1,2022-02-27 11:07:37,5,2022-02-27 05:37:37,
1210,70c1433e-978f-11ec-aece-002590fd1374,974,2022-02-27,0.0,-16750.0,1,,1,2022-02-27 11:07:43,5,2022-02-27 05:37:43,
1211,746c8ce4-978f-11ec-aece-002590fd1374,973,2022-02-27,0.0,-9250.0,1,,1,2022-02-27 11:07:50,5,2022-02-27 05:37:50,
1212,7abdcedb-978f-11ec-aece-002590fd1374,972,2022-02-27,0.0,-17200.0,1,,1,2022-02-27 11:08:00,5,2022-02-27 05:38:00,
1213,7fa82932-978f-11ec-aece-002590fd1374,971,2022-02-27,0.0,-58990.0,1,,1,2022-02-27 11:08:08,5,2022-02-27 05:38:08,
1214,8634da18-978f-11ec-aece-002590fd1374,970,2022-02-27,0.0,-2520.0,1,,1,2022-02-27 11:08:19,5,2022-02-27 05:38:19,
1215,945300ba-978f-11ec-aece-002590fd1374,969,2022-02-27,0.0,-280.0,1,,1,2022-02-27 11:08:43,5,2022-02-27 05:38:43,
1216,9a53fcb5-978f-11ec-aece-002590fd1374,968,2022-02-27,0.0,-6250.0,1,,1,2022-02-27 11:08:53,5,2022-02-27 05:38:53,
1217,9e095c4a-978f-11ec-aece-002590fd1374,967,2022-02-27,0.0,-21400.0,1,,1,2022-02-27 11:08:59,5,2022-02-27 05:38:59,
1218,a1d1c90f-978f-11ec-aece-002590fd1374,966,2022-02-27,0.0,-4200.0,1,,1,2022-02-27 11:09:06,5,2022-02-27 05:39:06,
1219,a6b0eac5-978f-11ec-aece-002590fd1374,965,2022-02-27,0.0,-4200.0,1,,1,2022-02-27 11:09:14,5,2022-02-27 05:39:14,
1220,aad6d40d-978f-11ec-aece-002590fd1374,964,2022-02-27,0.0,-5280.0,1,,1,2022-02-27 11:09:21,5,2022-02-27 05:39:21,
1221,aed70654-978f-11ec-aece-002590fd1374,963,2022-02-27,0.0,-3870.0,1,,1,2022-02-27 11:09:28,5,2022-02-27 05:39:28,
1222,b431d38e-978f-11ec-aece-002590fd1374,962,2022-02-27,0.0,-19200.0,1,,1,2022-02-27 11:09:37,5,2022-02-27 05:39:37,
1223,b8497f2f-978f-11ec-aece-002590fd1374,961,2022-02-27,0.0,-4380.0,1,,1,2022-02-27 11:09:43,5,2022-02-27 05:39:43,
1224,bd4bb204-978f-11ec-aece-002590fd1374,960,2022-02-27,0.0,-13125.0,1,,1,2022-02-27 11:09:52,5,2022-02-27 05:39:52,
1225,c10b60fd-978f-11ec-aece-002590fd1374,959,2022-02-27,0.0,-13950.0,1,,1,2022-02-27 11:09:58,5,2022-02-27 05:39:58,
1226,c538bfaa-978f-11ec-aece-002590fd1374,958,2022-02-27,0.0,-4650.0,1,,1,2022-02-27 11:10:05,5,2022-02-27 05:40:05,
1227,c9b57844-978f-11ec-aece-002590fd1374,957,2022-02-27,0.0,-3960.0,1,,1,2022-02-27 11:10:13,5,2022-02-27 05:40:13,
1228,cd6e47f2-978f-11ec-aece-002590fd1374,956,2022-02-27,0.0,-4140.0,1,,1,2022-02-27 11:10:19,5,2022-02-27 05:40:19,
1229,d141465a-978f-11ec-aece-002590fd1374,955,2022-02-27,0.0,-1950.0,1,,1,2022-02-27 11:10:25,5,2022-02-27 05:40:25,
1230,d4e357d0-978f-11ec-aece-002590fd1374,954,2022-02-27,0.0,-5960.0,1,,1,2022-02-27 11:10:31,5,2022-02-27 05:40:31,
1231,e3befeee-978f-11ec-aece-002590fd1374,686,2022-02-27,0.0,825.0,1,,1,2022-02-27 11:10:56,5,2022-02-27 05:40:56,
1232,e77308e1-978f-11ec-aece-002590fd1374,685,2022-02-27,0.0,1350.0,1,,1,2022-02-27 11:11:03,5,2022-02-27 05:41:03,
1233,ecaf2cd6-978f-11ec-aece-002590fd1374,684,2022-02-27,0.0,9250.0,1,,1,2022-02-27 11:11:11,5,2022-02-27 05:41:11,
